Task lang,Aux lang,Accuracy,Rank,Accuracy level,Overlap word-level,Transfer lang dataset size,Target lang dataset size,Transfer over target size ratio,Transfer lang TTR,Target lang TTR,Transfer target TTR distance,GENETIC,SYNTACTIC,FEATURAL,PHONOLOGICAL,INVENTORY,GEOGRAPHIC
mr,uk,0.8103,28,32,0.0027303754266211,5873,466,12.603004291845494,0.4399821508255243,0.5290718671000361,0.0283547494289286,1.0,0.5427,0.5223,0.3277,0.4445,0.3283
mr,fa,0.8192,22,38,0.0006825938566552,5997,466,12.869098712446352,0.15688157524207,0.5290718671000361,0.4948809585790443,0.9248,0.5443,0.4926,0.2952,0.4679,0.0626
mr,he,0.779,55,5,0.0027303754266211,6216,466,13.339055793991417,0.4067013046511386,0.5290718671000361,0.0534964020921237,0.9147,0.4699,0.4679,0.3333,0.439,0.0243
mr,eu,0.8259,12,48,0.0020477815699658,8993,466,19.29828326180257,0.3519527880166261,0.5290718671000361,0.1120730917737701,1.0,0.4298,0.492,0.427,0.5456,0.0792
mr,lv,0.7902,49,11,0.0027303754266211,7703,466,16.530042918454935,0.37546297265061,0.5290718671000361,0.0842953055199718,1.0,0.6757,0.5887,0.3862,0.549,0.2284
mr,sl,0.8259,12,48,0.0040955631399317,8000,466,17.167381974248926,0.3676498731122853,0.5290718671000361,0.0930885096925766,0.9147,0.5666,0.5393,0.3333,0.489,0.2059
mr,hr,0.8192,22,38,0.0027303754266211,8889,466,19.07510729613734,0.2981575694863614,0.5290718671000361,0.1904900563980221,0.9791,0.6085,0.5892,0.2677,0.5256,0.2092
mr,ro,0.8058,34,26,0.0040955631399317,9524,466,20.43776824034335,0.2570438554726763,0.5290718671000361,0.2643613227789214,0.5319,0.7359,0.7038,0.6082,0.6933,0.1487
mr,sk,0.8147,27,33,0.0006825938566552,10604,466,22.755364806866957,0.4130087201061381,0.5290718671000361,0.0481237371734704,1.0,0.6471,0.6051,0.4498,0.5679,0.1648
mr,bg,0.8036,36,24,0.0013651877133105,11138,466,23.901287553648068,0.2891950325041875,0.5290718671000361,0.2055641044978282,1.0,0.5883,0.6162,0.6123,0.6511,0.1814
mr,pt,0.7924,47,13,0.0034129692832764,12078,466,25.91845493562232,0.1985895453616555,0.5290718671000361,0.3901819080552192,0.6082,0.4977,0.4534,0.0,0.3825,0.1244
mr,nl,0.8079999999999999,31,29,0.004778156996587,13583,466,29.1480686695279,0.2163749886307094,0.5290718671000361,0.3493154172035779,1.0,0.5879,0.5445,0.2871,0.4923,0.1491
mr,en,0.7946,46,14,0.0040955631399317,16622,466,35.66952789699571,0.1746279711803919,0.5290718671000361,0.4488132451844769,0.5804,0.4716,0.4249,0.0,0.4034,0.1549
mr,it,0.8013,39,21,0.0040955631399317,14167,466,30.401287553648068,0.2090539911907565,0.5290718671000361,0.3658635454912075,1.0,0.6012,0.6062,0.369,0.5378,0.1848
mr,ca,0.7812,52,8,0.0054607508532423,16678,466,35.78969957081545,0.1431069684669108,0.5290718671000361,0.532189475426716,1.0,0.4553,0.4728,0.2677,0.5099,0.1151
mr,hi,0.8013,39,21,0.0955631399317406,16647,466,35.723175965665234,0.072831563624156,0.5290718671000361,0.7436318064158214,0.6667,0.5189,0.5121,0.319,0.4706,0.1597
mr,pl,0.8079999999999999,31,29,0.0034129692832764,17246,466,37.00858369098712,0.4049278834815912,0.5290718671000361,0.0550582009512704,1.0,0.6427,0.6611,0.4745,0.5731,0.1953
mr,de,0.8058,34,26,0.0027303754266211,15590,466,33.4549356223176,0.2724193133980275,0.5290718671000361,0.2353216266889451,0.9078,0.5313,0.5248,0.4196,0.5152,0.1897
mr,fro,0.8013,39,21,0.0006825938566552,17678,466,37.93562231759657,0.0937745835963677,0.5290718671000361,0.676928152172568,0.9791,0.4434,0.4723,0.195,0.5079,0.1182
mr,es,0.7812,52,8,0.004778156996587,17680,466,37.93991416309013,0.1474296839146102,0.5290718671000361,0.5203354383029268,0.5804,0.4859,0.4597,0.0,0.4147,0.1578
mr,fr,0.8036,36,24,0.004778156996587,16448,466,35.2961373390558,0.2057620460579268,0.5290718671000361,0.3734293566922034,0.6162,0.5656,0.5752,0.4359,0.5237,0.1647
mr,fi,0.7902,49,11,0.0034129692832764,18723,466,40.17811158798283,0.3189427368077481,0.5290718671000361,0.1577404909310856,0.8691,0.5127,0.5443,0.319,0.578,0.1338
mr,grc,0.7701,57,3,0.0006825938566552,17081,466,36.65450643776824,0.1730742274014335,0.5290718671000361,0.4527567139853941,0.5319,0.4765,0.4773,0.2677,0.4949,0.1425
mr,no,0.7812,52,8,0.0040955631399317,20045,466,43.01502145922747,0.1846147253241721,0.5290718671000361,0.423878168633167,0.879,0.6361,0.5653,0.359,0.5026,0.1272
mr,ar,0.25,59,1,0.0006825938566552,19738,466,42.35622317596567,4.7672168034857886e-06,0.5290718671000361,0.9999819790254506,0.8691,0.6258,0.5891,0.3918,0.5149,0.116
mr,la,0.8013,39,21,0.0006825938566552,18400,466,39.48497854077253,0.1715984617000315,0.5290718671000361,0.4565182430984693,1.0,0.517,0.5087,0.2677,0.4706,0.1501
mr,et,0.7924,47,13,0.0034129692832764,26197,466,56.216738197424895,0.3337469262526225,0.5290718671000361,0.1362969272651877,0.5319,0.457,0.4508,0.0,0.4254,0.1637
mr,ko,0.8237,16,44,0.0034129692832764,27363,466,58.71888412017167,0.2977608806802764,0.5290718671000361,0.1911451061788459,0.8869,0.5021,0.4949,0.2677,0.4279,0.1398
mr,ja,0.4643,58,2,0.0,57256,466,122.86695278969955,0.0003197953309881,0.5290718671000361,0.9987914735166352,0.6162,0.5194,0.5362,0.195,0.5079,0.1506
mr,ru,0.7969,44,16,0.0040955631399317,61889,466,132.80901287553647,0.2241205920170711,0.5290718671000361,0.3322244333169956,1.0,0.6369,0.6061,0.3862,0.611,0.1931
mr,cs,0.7969,44,16,0.0054607508532423,87913,466,188.65450643776825,0.1727176492441835,0.5290718671000361,0.4536641582487914,1.0,0.8086,0.7459,0.6172,0.5558,0.0586
cop,bxr,0.9557,6,54,0.0003287310979618,927,514,1.803501945525292,0.6023336111441838,0.4940717882085432,0.0480142952678508,0.8691,0.5502,0.562,0.2871,0.6018,0.1613
cop,kmr,0.9561,4,56,0.0006574621959237,754,514,1.4669260700389104,0.3877346961448728,0.4940717882085432,0.0463222287887488,0.2952,0.3691,0.3869,0.195,0.385,0.1354
cop,hsb,0.9565,3,57,0.0016436554898093,646,514,1.2568093385214008,0.5423194196193881,0.4940717882085432,0.0095361238560654,1.0,0.6447,0.6522,0.4788,0.5718,0.2004
cop,kk,0.9582,1,59,0.0003287310979618,1078,514,2.09727626459144,0.6191198786039454,0.4940717882085432,0.0640580944981631,0.0,0.4231,0.4107,0.0,0.4024,0.1231
cop,hy,0.9544,7,53,0.0003287310979618,564,514,1.0972762645914398,0.5479001354751306,0.4940717882085432,0.0118697611200845,1.0,0.6372,0.5714,0.195,0.5124,0.1346
cop,swl,0.9561,4,56,0.0003287310979618,203,514,0.3949416342412451,0.4872907625542468,0.4940717882085432,0.0001883695336533,1.0,0.5841,0.5455,0.195,0.539,0.098
cop,lt,0.9496,18,42,0.0003287310979618,263,514,0.5116731517509727,0.5654157163591126,0.4940717882085432,0.0208513377488351,0.8691,0.4943,0.5185,0.359,0.5184,0.1639
cop,be,0.9526,10,50,0.0006574621959237,393,514,0.7645914396887159,0.5525618374558304,0.4940717882085432,0.0140147018123241,0.5804,0.4634,0.4507,0.0,0.345,0.145
cop,mr,0.9526,10,50,0.0009861932938856,466,514,0.906614785992218,0.5290718671000361,0.4940717882085432,0.0050183151820307,0.9791,0.4637,0.5478,0.4208,0.6556,0.1517
cop,ta,0.9522,12,48,0.0003287310979618,600,514,1.1673151750972763,0.5614149588826524,0.4940717882085432,0.0185783443390021,1.0,0.5317,0.5494,0.3918,0.597,0.1047
cop,ga,0.9514,15,45,0.0009861932938856,1020,514,1.9844357976653697,0.3499300699300699,0.4940717882085432,0.0851136622227376,0.8691,0.5202,0.5024,0.2677,0.4254,0.1584
cop,hu,0.9423,40,20,0.0003287310979618,1800,514,3.501945525291829,0.4546198320061089,0.4940717882085432,0.0063761271999171,0.8136,0.5413,0.5086,0.319,0.4693,0.1045
cop,te,0.957,2,58,0.002301117685733,1328,514,2.5836575875486383,0.3446196660482374,0.4940717882085432,0.0915006249271149,1.0,0.5828,0.633,0.5273,0.6065,0.1449
cop,af,0.9496,18,42,0.0003287310979618,1934,514,3.762645914396887,0.203484865408243,0.4940717882085432,0.3459170906949022,1.0,0.5993,0.6002,0.3862,0.503,0.2915
cop,vi,0.9531,8,52,0.0016436554898093,3000,514,5.836575875486381,0.1568043561492321,0.4940717882085432,0.4659815263779909,0.9037,0.5131,0.5143,0.319,0.5478,0.2258
cop,ug,0.9483,20,40,0.0006574621959237,3456,514,6.723735408560311,0.4374610522567435,0.4940717882085432,0.0131285719746383,0.9037,0.4911,0.4781,0.319,0.47,0.219
cop,el,0.9531,8,52,0.0013149243918474,2521,514,4.904669260700389,0.2837253360022877,0.4940717882085432,0.1812551147594356,0.879,0.5644,0.5983,0.5049,0.5919,0.1314
cop,sme,0.9522,12,48,0.0003287310979618,3122,514,6.073929961089494,0.4513223794042703,0.4940717882085432,0.0074865221518438,0.8934,0.5275,0.4919,0.195,0.4693,0.1768
cop,gl,0.9509,16,44,0.0013149243918474,3993,514,7.768482490272373,0.2302721876615389,0.4940717882085432,0.2850809221437609,0.9078,0.4743,0.5029,0.3433,0.5273,0.2163
cop,sr,0.9471,25,35,0.0003287310979618,3891,514,7.570038910505836,0.3111760696308725,0.4940717882085432,0.1370335680891448,0.8564,0.4876,0.4637,0.195,0.3971,0.1481
cop,got,0.9522,12,48,0.0003287310979618,5401,514,10.507782101167315,0.1811019353439708,0.4940717882085432,0.401259104107533,0.879,0.564,0.5798,0.4498,0.5962,0.1466
cop,tr,0.9471,25,35,0.0013149243918474,5635,514,10.963035019455251,0.5061541783632045,0.4940717882085432,0.0005980336187548,1.0,0.6185,0.5943,0.5587,0.5324,0.2055
cop,zh,0.9466,27,33,0.0003287310979618,4997,514,9.721789883268482,0.9869043288468534,0.4940717882085432,0.994989823590676,1.0,0.6553,0.615,0.195,0.4783,0.2435
cop,ur,0.9432,37,23,0.0003287310979618,5130,514,9.980544747081712,0.1056406117958751,0.4940717882085432,0.6180847779813164,0.8934,0.5133,0.509,0.3918,0.5297,0.1739
cop,cu,0.9462,30,30,0.0003287310979618,6337,514,12.328793774319069,0.1959524016329366,0.4940717882085432,0.3640829367652616,0.6162,0.5697,0.555,0.2048,0.4214,0.1612
cop,sv,0.9423,40,20,0.0016436554898093,6026,514,11.72373540856031,0.2404336943809909,0.4940717882085432,0.2635414002330867,1.0,0.4757,0.529,0.4477,0.6156,0.1569
cop,da,0.9479,23,37,0.0006574621959237,5512,514,10.72373540856031,0.2897915761056075,0.4940717882085432,0.1709513315799742,1.0,0.6147,0.5699,0.2871,0.5412,0.0965
cop,id,0.9419,43,17,0.0006574621959237,5593,514,10.881322957198444,0.2927781145801758,0.4940717882085432,0.1659893175782779,0.879,0.5243,0.5623,0.4196,0.6015,0.1311
cop,uk,0.9389,50,10,0.0013149243918474,5873,514,11.426070038910506,0.4399821508255243,0.4940717882085432,0.0119852756716552,0.9724,0.5525,0.5318,0.3277,0.5127,0.0763
cop,fa,0.9432,37,23,0.0009861932938856,5997,514,11.667315175097276,0.15688157524207,0.4940717882085432,0.4657681731270187,0.6614,0.7766,0.757,0.5859,0.7127,0.0218
cop,he,0.9466,27,33,0.0006574621959237,6216,514,12.093385214007782,0.4067013046511386,0.4940717882085432,0.0312715470123137,1.0,0.6825,0.5946,0.4034,0.4658,0.2698
cop,eu,0.941,45,15,0.0006574621959237,8993,514,17.496108949416342,0.3519527880166261,0.4940717882085432,0.0827416495633455,1.0,0.6359,0.5792,0.5609,0.4805,0.3121
cop,lv,0.9453,32,28,0.0016436554898093,7703,514,14.986381322957198,0.37546297265061,0.4940717882085432,0.0576306908548263,0.7125,0.5099,0.5093,0.195,0.4955,0.05
cop,sl,0.9466,27,33,0.0009861932938856,8000,514,15.56420233463035,0.3676498731122853,0.4940717882085432,0.0654733583023274,1.0,0.5719,0.5067,0.195,0.2339,0.1085
cop,hr,0.9479,23,37,0.0009861932938856,8889,514,17.29377431906615,0.2981575694863614,0.4940717882085432,0.1572359326226851,0.6936,0.5046,0.505,0.195,0.4428,0.0332
cop,ro,0.9397,46,14,0.0013149243918474,9524,514,18.529182879377437,0.2570438554726763,0.4940717882085432,0.2301542215901857,1.0,0.6116,0.5275,0.4121,0.3845,0.0637
cop,sk,0.9427,39,21,0.0003287310979618,10604,514,20.63035019455253,0.4130087201061381,0.4940717882085432,0.0269194363262512,1.0,0.505,0.474,0.3277,0.4436,0.0933
cop,bg,0.9483,20,40,0.0009861932938856,11138,514,21.669260700389103,0.2891950325041875,0.4940717882085432,0.1719512211333697,0.7532,0.4406,0.4561,0.3695,0.4522,0.0107
cop,pt,0.944,34,26,0.0016436554898093,12078,514,23.49805447470817,0.1985895453616555,0.4940717882085432,0.3576701208645355,1.0,0.6003,0.5813,0.432,0.5206,0.3091
cop,nl,0.9449,33,27,0.0009861932938856,13583,514,26.426070038910503,0.2163749886307094,0.4940717882085432,0.3159087367753617,0.9304,0.5531,0.5436,0.3776,0.476,0.065
cop,en,0.9436,36,24,0.0032873109796186,16622,514,32.33852140077821,0.1746279711803919,0.4940717882085432,0.418031357986255,0.9724,0.4793,0.4325,0.2736,0.327,0.0694
cop,it,0.9423,40,20,0.0013149243918474,14167,514,27.56225680933852,0.2090539911907565,0.4940717882085432,0.3327850789954496,0.5765,0.4825,0.4898,0.195,0.4236,0.0125
cop,ca,0.8373,58,2,0.0019723865877712,16678,514,32.447470817120625,0.1431069684669108,0.4940717882085432,0.5045997822992022,0.0,0.4286,0.4433,0.471,0.4062,0.0155
cop,hi,0.9393,49,11,0.0003287310979618,16647,514,32.38715953307393,0.072831563624156,0.4940717882085432,0.7269081849670206,0.9014,0.5798,0.5642,0.3695,0.5248,0.0717
cop,pl,0.944,34,26,0.0016436554898093,17246,514,33.552529182879375,0.4049278834815912,0.4940717882085432,0.0325539126971883,0.6614,0.5456,0.5344,0.1864,0.4249,0.0359
cop,de,0.938,52,8,0.0009861932938856,15590,514,30.330739299610894,0.2724193133980275,0.4940717882085432,0.2012635167977556,0.9087,0.6254,0.5466,0.3064,0.4057,0.1378
cop,fro,0.9483,20,40,0.0003287310979618,17678,514,34.39299610894942,0.0937745835963677,0.4940717882085432,0.6564248330465658,0.9014,0.5817,0.5442,0.3455,0.523,0.091
cop,es,0.9397,46,14,0.002301117685733,17680,514,34.39688715953307,0.1474296839146102,0.4940717882085432,0.4922463591356945,1.0,0.5534,0.4932,0.1864,0.3964,0.0139
cop,fr,0.9341,54,6,0.0013149243918474,16448,514,32.0,0.2057620460579268,0.4940717882085432,0.3405167840616053,0.359,0.4781,0.5051,0.195,0.4892,0.0247
cop,fi,0.9419,43,17,0.0019723865877712,18723,514,36.4260700389105,0.3189427368077481,0.4940717882085432,0.1256424158272401,0.9147,0.4488,0.4323,0.1864,0.4057,0.0121
cop,grc,0.9462,30,30,0.0003287310979618,17081,514,33.231517509727624,0.1730742274014335,0.4940717882085432,0.4221077756399416,0.6162,0.5194,0.5362,0.195,0.5079,0.1506
cop,no,0.9384,51,9,0.0019723865877712,20045,514,38.99805447470817,0.1846147253241721,0.4940717882085432,0.3923021481702307,1.0,0.7065,0.5878,0.3277,0.4484,0.2553
cop,ar,0.5075,59,1,0.0003287310979618,19738,514,38.400778210116734,4.7672168034857886e-06,0.4940717882085432,0.9999807024245536,1.0,0.7743,0.6672,0.6373,0.4474,0.1424
cop,la,0.9505,17,43,0.0003287310979618,18400,514,35.797665369649806,0.1715984617000315,0.4940717882085432,0.4259979243462725,0.9014,0.6374,0.5697,0.195,0.4584,0.2291
cop,et,0.9328,55,5,0.0016436554898093,26197,514,50.96692607003891,0.3337469262526225,0.4940717882085432,0.1052983672390635,0.6614,0.4736,0.4682,0.0,0.4236,0.0193
cop,ko,0.9397,46,14,0.0026298487836949,27363,514,53.235408560311285,0.2977608806802764,0.4940717882085432,0.1578733226215495,1.0,0.5734,0.5415,0.427,0.4425,0.3037
cop,ja,0.9156,57,3,0.0,57256,514,111.39299610894942,0.0003197953309881,0.4940717882085432,0.998705889134049,0.6162,0.4825,0.4849,0.195,0.3443,0.0423
cop,ru,0.938,52,8,0.0016436554898093,61889,514,120.40661478599222,0.2241205920170711,0.4940717882085432,0.2985316629762437,1.0,0.6484,0.5767,0.2736,0.5189,0.0424
cop,cs,0.932,56,4,0.0026298487836949,87913,514,171.03696498054475,0.1727176492441835,0.4940717882085432,0.4230460881394055,1.0,0.5816,0.5602,0.2736,0.5938,0.0833
ta,bxr,0.8108,1,59,0.0053475935828877,927,600,1.545,0.6023336111441838,0.5614149588826524,0.0053122032278419,0.9014,0.4696,0.4898,0.4034,0.5248,0.0358
ta,kmr,0.8029999999999999,3,57,0.0025575447570332,754,600,1.2566666666666666,0.3877346961448728,0.5614149588826524,0.0957046356960152,0.5765,0.4527,0.4742,0.195,0.5331,0.0113
ta,hsb,0.7998,8,52,0.0067426179958149,646,600,1.0766666666666669,0.5423194196193881,0.5614149588826524,0.001156900195669,0.9724,0.4488,0.4976,0.4576,0.5755,0.0847
ta,kk,0.8021,6,54,0.0079051383399209,1078,600,1.7966666666666666,0.6191198786039454,0.5614149588826524,0.010564713447022,1.0,0.574,0.5751,0.432,0.5672,0.0837
ta,hy,0.7989,10,50,0.003487561032318,564,600,0.94,0.5479001354751306,0.5614149588826524,0.000579499132582,0.9014,0.5639,0.5141,0.3277,0.372,0.0606
ta,swl,0.8049,2,58,0.0002325040688212,203,600,0.3383333333333333,0.4872907625542468,0.5614149588826524,0.0174321933765983,0.86,0.5775,0.527,0.3695,0.4528,0.0801
ta,lt,0.7952,12,48,0.0013950244129272,263,600,0.4383333333333333,0.5654157163591126,0.5614149588826524,5.078278220087148e-05,1.0,0.5732,0.5957,0.4835,0.5777,0.2809
ta,be,0.7979999999999999,11,49,0.0058126017205301,393,600,0.655,0.5525618374558304,0.5614149588826524,0.0002486708514612,1.0,0.483,0.4425,0.3277,0.2992,0.3756
ta,mr,0.8029999999999999,3,57,0.0002325040688212,466,600,0.7766666666666666,0.5290718671000361,0.5614149588826524,0.0033189071747318,0.9273,0.5081,0.511,0.2566,0.4345,0.0972
ta,cop,0.7925,15,45,0.0002325040688212,514,600,0.8566666666666667,0.4940717882085432,0.5614149588826524,0.0143886205536473,0.9273,0.4839,0.4999,0.2566,0.4506,0.0868
ta,ga,0.8012,7,53,0.0044175773076028,1020,600,1.7,0.3499300699300699,0.5614149588826524,0.1419027208337644,0.9087,0.5507,0.5262,0.4576,0.5412,0.1824
ta,hu,0.8026,5,55,0.0106951871657754,1800,600,3.0,0.4546198320061089,0.5614149588826524,0.036185527803417,0.9196,0.5263,0.5074,0.0,0.3926,0.0312
ta,te,0.7994,9,51,0.0002325040688212,1328,600,2.2133333333333334,0.3446196660482374,0.5614149588826524,0.1491185720590005,0.9304,0.4641,0.4611,0.2736,0.4322,0.0792
ta,af,0.7801,20,40,0.0076726342710997,1934,600,3.223333333333333,0.203484865408243,0.5614149588826524,0.4064699716993983,0.8919,0.515,0.551,0.2736,0.5522,0.0135
ta,vi,0.7719,29,31,0.0095326668216693,3000,600,5.0,0.1568043561492321,0.5614149588826524,0.519405516564872,0.9087,0.5449,0.5072,0.4034,0.5043,0.2511
ta,ug,0.7939,14,46,0.0055800976517089,3456,600,5.76,0.4374610522567435,0.5614149588826524,0.0487475145213134,1.0,0.6638,0.6125,0.5096,0.5198,0.332
ta,el,0.7943,13,47,0.0099976749593117,2521,600,4.201666666666667,0.2837253360022877,0.5614149588826524,0.2446534480701417,1.0,0.537,0.5199,0.2736,0.404,0.3332
ta,sme,0.7925,15,45,0.0030225528946756,3122,600,5.203333333333333,0.4513223794042703,0.5614149588826524,0.0384545854902732,0.9196,0.5744,0.5423,0.3455,0.4924,0.0621
ta,gl,0.7705,32,28,0.0116252034410602,3993,600,6.655,0.2302721876615389,0.5614149588826524,0.347906543738452,0.0,0.346,0.3731,0.2804,0.4009,0.0171
ta,sr,0.7645,39,21,0.0118577075098814,3891,600,6.485,0.3111760696308725,0.5614149588826524,0.1986742795836203,1.0,0.503,0.5526,0.4816,0.562,0.0763
ta,got,0.7888,18,42,0.0002325040688212,5401,600,9.001666666666667,0.1811019353439708,0.5614149588826524,0.4588961721693667,1.0,0.6388,0.5563,0.3433,0.5053,0.2383
ta,tr,0.7732,25,35,0.0002325040688212,5635,600,9.391666666666667,0.5061541783632045,0.5614149588826524,0.0096887125011822,0.9087,0.5501,0.5344,0.3776,0.5365,0.2116
ta,zh,0.7732,25,35,0.0002325040688212,4997,600,8.328333333333333,0.9869043288468534,0.5614149588826524,0.5743934365049005,0.967,0.6312,0.5921,0.4601,0.527,0.3163
ta,ur,0.7737,24,36,0.0139502441292722,5130,600,8.55,0.1056406117958751,0.5614149588826524,0.6590703811954347,1.0,0.7664,0.7221,0.5641,0.6263,0.2679
ta,cu,0.7691,33,27,0.0002325040688212,6337,600,10.561666666666667,0.1959524016329366,0.5614149588826524,0.4237579091910145,1.0,0.5854,0.5213,0.2468,0.5,0.081
ta,sv,0.7609,41,19,0.0111601953034178,6026,600,10.043333333333331,0.2404336943809909,0.5614149588826524,0.3268823013057837,1.0,0.5863,0.5616,0.5096,0.5366,0.2253
ta,da,0.7604,42,18,0.0104626830969541,5512,600,9.186666666666667,0.2897915761056075,0.5614149588826524,0.2340810984388354,1.0,0.5715,0.547,0.3862,0.5698,0.2652
ta,id,0.7759999999999999,22,38,0.014880260404557,5593,600,9.321666666666667,0.2927781145801758,0.5614149588826524,0.2289618860244688,1.0,0.758,0.6394,0.3862,0.4995,0.1655
ta,uk,0.7709999999999999,30,30,0.0116252034410602,5873,600,9.788333333333334,0.4399821508255243,0.5614149588826524,0.0467847287021246,1.0,0.6192,0.5702,0.3862,0.568,0.2781
ta,fa,0.7746,23,37,0.0004650081376424,5997,600,9.995,0.15688157524207,0.5614149588826524,0.5192072805558955,1.0,0.7413,0.6548,0.4467,0.5511,0.3066
ta,he,0.7526,50,10,0.0104626830969541,6216,600,10.36,0.4067013046511386,0.5614149588826524,0.075943275996418,1.0,0.6812,0.5802,0.3729,0.5338,0.279
ta,eu,0.7916,17,43,0.0120902115787026,8993,600,14.988333333333332,0.3519527880166261,0.5614149588826524,0.1392012836222871,1.0,0.7081,0.6071,0.409,0.522,0.2576
ta,lv,0.7728,28,32,0.0093001627528481,7703,600,12.838333333333331,0.37546297265061,0.5614149588826524,0.1097068341836206,1.0,0.8416,0.7019,0.3881,0.5801,0.1267
ta,sl,0.7709999999999999,30,30,0.0120902115787026,8000,600,13.333333333333334,0.3676498731122853,0.5614149588826524,0.1191195624247068,1.0,0.7433,0.6414,0.4161,0.5776,0.3083
ta,hr,0.7673,35,25,0.0130202278539874,8889,600,14.815,0.2981575694863614,0.5614149588826524,0.21988377284219,0.967,0.6756,0.5573,0.3277,0.4484,0.2708
ta,ro,0.7563,48,12,0.0134852359916298,9524,600,15.873333333333331,0.2570438554726763,0.5614149588826524,0.2939265905392,1.0,0.6824,0.6126,0.3862,0.5366,0.2528
ta,sk,0.7842,19,41,0.0095326668216693,10604,600,17.673333333333332,0.4130087201061381,0.5614149588826524,0.0698773387032609,1.0,0.7061,0.6436,0.5,0.5641,0.2655
ta,bg,0.7673,35,25,0.0132527319228086,11138,600,18.563333333333333,0.2891950325041875,0.5614149588826524,0.2351104127739621,1.0,0.7095,0.639,0.409,0.5792,0.2841
ta,pt,0.7522,52,8,0.0153452685421994,12078,600,20.13,0.1985895453616555,0.5614149588826524,0.4176643788699918,1.0,0.61,0.5653,0.2617,0.5003,0.2719
ta,nl,0.7572,47,13,0.0139502441292722,13583,600,22.63833333333333,0.2163749886307094,0.5614149588826524,0.3777207601002505,1.0,0.6877,0.5936,0.439,0.5456,0.1289
ta,en,0.7366,55,5,0.013717740060451,16622,600,27.703333333333333,0.1746279711803919,0.5614149588826524,0.4746524750190761,1.0,0.6734,0.5897,0.3881,0.5752,0.1742
ta,it,0.76,43,17,0.0134852359916298,14167,600,23.611666666666668,0.2090539911907565,0.5614149588826524,0.3939196338891631,1.0,0.6519,0.5875,0.3729,0.5403,0.264
ta,ca,0.7412,53,7,0.0158102766798418,16678,600,27.796666666666667,0.1431069684669108,0.5614149588826524,0.5551679170615113,1.0,0.6588,0.5867,0.3862,0.5046,0.2758
ta,hi,0.7545,49,11,0.011392699372239,16647,600,27.745,0.072831563624156,0.5614149588826524,0.7573723499949045,1.0,0.7137,0.612,0.3729,0.527,0.2518
ta,pl,0.7765,21,39,0.0090676586840269,17246,600,28.74333333333333,0.4049278834815912,0.5614149588826524,0.0776942694988506,1.0,0.6369,0.6061,0.3862,0.611,0.1931
ta,de,0.7691,33,27,0.0158102766798418,15590,600,25.98333333333333,0.2724193133980275,0.5614149588826524,0.2649809406773276,1.0,0.7065,0.5878,0.3277,0.4484,0.2553
ta,fro,0.7577,46,14,0.0004650081376424,17678,600,29.46333333333333,0.0937745835963677,0.5614149588826524,0.6938347389133404,1.0,0.7074,0.6603,0.5533,0.5641,0.1494
ta,es,0.7664,37,23,0.014880260404557,17680,600,29.466666666666665,0.1474296839146102,0.5614149588826524,0.5437532021785114,1.0,0.5338,0.468,0.3862,0.3687,0.0352
ta,fr,0.7526,50,10,0.0165077888863055,16448,600,27.41333333333333,0.2057620460579268,0.5614149588826524,0.4013144333315596,1.0,0.6563,0.5912,0.3277,0.5559,0.2538
ta,fi,0.7732,25,35,0.0116252034410602,18723,600,31.205,0.3189427368077481,0.5614149588826524,0.1865331501025064,1.0,0.8187,0.6782,0.3729,0.4792,0.0981
ta,grc,0.7618,40,20,0.0002325040688212,17081,600,28.468333333333334,0.1730742274014335,0.5614149588826524,0.4784735425240853,1.0,0.5948,0.5655,0.3862,0.5064,0.2587
ta,no,0.759,44,16,0.0139502441292722,20045,600,33.40833333333333,0.1846147253241721,0.5614149588826524,0.4504580642466919,1.0,0.5854,0.5617,0.427,0.5903,0.2191
ta,ar,0.2698,59,1,0.0002325040688212,19738,600,32.89666666666667,4.7672168034857886e-06,0.5614149588826524,0.9999830172086164,1.0,0.5492,0.5532,0.427,0.626,0.1847
ta,la,0.759,44,16,0.0002325040688212,18400,600,30.666666666666668,0.1715984617000315,0.5614149588826524,0.4821170260343877,1.0,0.6828,0.6179,0.439,0.595,0.2833
ta,et,0.7407,54,6,0.0139502441292722,26197,600,43.66166666666667,0.3337469262526225,0.5614149588826524,0.1644508599600551,1.0,0.7017,0.6261,0.3862,0.598,0.2458
ta,ko,0.7659,38,22,0.0111601953034178,27363,600,45.605,0.2977608806802764,0.5614149588826524,0.2205469348468659,0.967,0.6575,0.5645,0.4878,0.4785,0.3017
ta,ja,0.3445,58,2,0.0,57256,600,95.42666666666666,0.0003197953309881,0.5614149588826524,0.998861076840182,1.0,0.6174,0.6228,0.5319,0.6529,0.1824
ta,ru,0.7036,57,3,0.0158102766798418,61889,600,103.14833333333333,0.2241205920170711,0.5614149588826524,0.360952634375929,1.0,0.6647,0.5996,0.3729,0.5046,0.2946
ta,cs,0.7224,56,4,0.0181353173680539,87913,600,146.52166666666668,0.1727176492441835,0.5614149588826524,0.4793526238544103,1.0,0.6088,0.5671,0.4878,0.5747,0.186
ga,bxr,0.872,20,40,0.0027977617905675,927,1020,0.9088235294117648,0.6023336111441838,0.3499300699300699,0.5202694923312835,1.0,0.6287,0.6235,0.439,0.5691,0.1956
