Target lang,Transfer lang,GENETIC,SYNTACTIC,FEATURAL,PHONOLOGICAL,INVENTORY,GEOGRAPHIC
stan1295,swed1254,0.6667,0.4087,0.4361,0.3021,0.426,0.0527
stan1295,mand1415,1.0,0.5777,0.5875,0.3445,0.5902,0.2915
hind1269,czec1258,0.9014,0.5738,0.554,0.4196,0.5509,0.232
hind1269,russ1263,0.879,0.5243,0.5623,0.4196,0.6015,0.1311
hind1269,norw1258,0.8919,0.5371,0.5161,0.5122,0.4505,0.2472
hind1269,stan1288,0.9304,0.5772,0.5872,0.4565,0.5922,0.279
hind1269,kore1280,1.0,0.5528,0.5681,0.5879,0.558,0.1976
hind1269,esto1258,0.9724,0.5053,0.5195,0.3776,0.5365,0.218
hind1269,poli1260,0.8919,0.4973,0.5384,0.3333,0.5925,0.2239
hind1269,dutc1256,0.9196,0.5825,0.5472,0.3661,0.4861,0.257
hind1269,port1283,0.9273,0.5004,0.501,0.2851,0.477,0.286
hind1269,lati1261,0.8919,0.5008,0.5304,0.4161,0.5545,0.2392
hind1269,stan1290,0.9304,0.5914,0.5376,0.2263,0.4618,0.2657
hind1269,stan1295,0.9014,0.5483,0.53,0.33,0.5037,0.2386
hind1269,stan1289,0.9237,0.5043,0.4954,0.3333,0.4535,0.2653
hind1269,ital1282,0.9196,0.5146,0.537,0.3776,0.5418,0.2384
hind1269,stan1293,0.9196,0.6535,0.6076,0.3743,0.4684,0.2707
hind1269,finn1318,1.0,0.5733,0.5412,0.4161,0.5129,0.2248
hind1269,bulg1262,0.9014,0.5344,0.5448,0.4196,0.5418,0.202
hind1269,slov1268,0.8919,0.4791,0.5018,0.4196,0.4816,0.2322
hind1269,slov1269,0.8919,0.7269,0.6759,0.4788,0.5451,0.2219
hind1269,roma1327,0.9147,0.5666,0.5393,0.3333,0.489,0.2059
hind1269,croa1245,0.9087,0.6119,0.5727,0.4601,0.5263,0.2264
hind1269,stan1318,1.0,0.6243,0.6071,0.4196,0.5734,0.1337
hind1269,latv1249,0.86,0.5555,0.5439,0.4565,0.5362,0.2155
hind1269,hebr1245,1.0,0.5947,0.5932,0.3776,0.5629,0.1663
hind1269,ukra1253,0.8919,0.5093,0.5197,0.3776,0.5252,0.2066
hind1269,indo1316,1.0,0.6578,0.6006,0.4161,0.4816,0.1999
hind1269,dani1285,0.9014,0.5493,0.5201,0.4161,0.4816,0.2469
hind1269,swed1254,0.9014,0.5839,0.5732,0.4477,0.5473,0.2326
hind1269,mand1415,1.0,0.5773,0.5963,0.4078,0.5786,0.1605
stan1289,czec1258,0.9176,0.5184,0.4885,0.2677,0.4663,0.0521
stan1289,russ1263,0.8989,0.527,0.5053,0.2677,0.4706,0.202
stan1289,norw1258,0.9097,0.4695,0.5191,0.409,0.5587,0.0845
stan1289,stan1288,0.2677,0.4348,0.4587,0.3277,0.4565,0.017
stan1289,kore1280,1.0,0.612,0.5941,0.5096,0.5198,0.3515
stan1289,esto1258,0.967,0.5299,0.4968,0.1864,0.3964,0.0996
stan1289,poli1260,0.9097,0.4635,0.459,0.0,0.4568,0.0655
stan1289,dutc1256,0.9328,0.472,0.4671,0.2952,0.4234,0.0466
stan1289,port1283,0.195,0.2567,0.2815,0.1789,0.2848,0.0259
stan1289,lati1261,0.5,0.4767,0.457,0.2617,0.4251,0.031
stan1289,stan1290,0.3862,0.4484,0.4435,0.3333,0.4096,0.0284
stan1289,stan1295,0.9176,0.4815,0.4903,0.3548,0.4707,0.0426
stan1289,hind1269,0.9237,0.5043,0.4954,0.3333,0.4535,0.2653
stan1289,ital1282,0.4717,0.2827,0.319,0.1864,0.3459,0.0318
stan1289,stan1293,0.9328,0.5416,0.5302,0.1789,0.4581,0.0526
stan1289,finn1318,1.0,0.5612,0.5199,0.2617,0.4287,0.118
stan1289,bulg1262,0.9176,0.4748,0.4827,0.2677,0.4681,0.0728
stan1289,slov1268,0.9097,0.4251,0.4022,0.2677,0.3295,0.0425
stan1289,slov1269,0.9097,0.7147,0.695,0.5641,0.6522,0.058
stan1289,roma1327,0.5319,0.4262,0.4326,0.2617,0.3681,0.071
stan1289,croa1245,0.9237,0.5658,0.5231,0.3333,0.3776,0.0471
stan1289,stan1318,1.0,0.568,0.5311,0.2677,0.427,0.159
stan1289,latv1249,0.8831,0.5116,0.4827,0.3277,0.3951,0.0912
stan1289,hebr1245,1.0,0.4887,0.5336,0.427,0.58,0.1237
stan1289,ukra1253,0.9097,0.4795,0.4428,0.1864,0.4021,0.0732
stan1289,indo1316,1.0,0.553,0.515,0.2617,0.3295,0.4152
stan1289,dani1285,0.9176,0.4633,0.4099,0.2617,0.2607,0.0619
stan1289,swed1254,0.9176,0.4564,0.4848,0.3141,0.5094,0.0904
stan1289,mand1415,1.0,0.5774,0.5948,0.439,0.5706,0.3246
ital1282,czec1258,0.9131,0.4841,0.462,0.195,0.4371,0.0322
ital1282,russ1263,0.8934,0.5275,0.4919,0.195,0.4693,0.1768
ital1282,norw1258,0.9047,0.4697,0.5547,0.4576,0.639,0.0776
ital1282,stan1288,0.5295,0.4211,0.4564,0.2736,0.5037,0.0485
ital1282,kore1280,1.0,0.6137,0.6189,0.5609,0.5861,0.3328
ital1282,esto1258,0.9687,0.5434,0.5327,0.2736,0.4805,0.0819
ital1282,poli1260,0.9047,0.451,0.4762,0.1864,0.498,0.0443
ital1282,dutc1256,0.9291,0.4483,0.4691,0.3455,0.4305,0.0473
ital1282,port1283,0.5032,0.2686,0.2795,0.2566,0.351,0.0568
ital1282,lati1261,0.4646,0.4752,0.4653,0.3277,0.4236,0.0053
ital1282,stan1290,0.5295,0.448,0.4512,0.3776,0.4379,0.041
ital1282,stan1295,0.9131,0.4697,0.4939,0.4034,0.4819,0.0257
ital1282,hind1269,0.9196,0.5146,0.537,0.3776,0.5418,0.2384
ital1282,stan1289,0.4717,0.2827,0.319,0.1864,0.3459,0.0318
ital1282,stan1293,0.9291,0.5645,0.5536,0.2566,0.5064,0.0615
ital1282,finn1318,1.0,0.5632,0.5414,0.3277,0.4906,0.1038
ital1282,bulg1262,0.9131,0.4628,0.4871,0.195,0.5052,0.0413
ital1282,slov1268,0.9047,0.4363,0.4553,0.195,0.4312,0.0163
ital1282,slov1269,0.9047,0.7199,0.7019,0.5859,0.6792,0.0319
ital1282,roma1327,0.5,0.4257,0.4293,0.1864,0.3812,0.0406
ital1282,croa1245,0.9196,0.5703,0.5449,0.2804,0.4263,0.0169
ital1282,stan1318,1.0,0.5591,0.5068,0.195,0.3971,0.1318
ital1282,latv1249,0.8767,0.5125,0.4682,0.2736,0.3891,0.0714
ital1282,hebr1245,1.0,0.4772,0.5326,0.4816,0.6332,0.0969
ital1282,ukra1253,0.9047,0.4557,0.4198,0.0,0.3926,0.0442
ital1282,indo1316,1.0,0.5674,0.5512,0.3277,0.4312,0.3956
ital1282,dani1285,0.9131,0.4508,0.4326,0.3277,0.3444,0.0549
ital1282,swed1254,0.9131,0.4557,0.5047,0.3695,0.5422,0.0774
ital1282,mand1415,1.0,0.5584,0.6155,0.4835,0.6245,0.3036
stan1293,czec1258,0.9131,0.6202,0.5987,0.319,0.5368,0.0481
stan1293,russ1263,0.8934,0.6097,0.5974,0.319,0.5594,0.1849
stan1293,norw1258,0.7048,0.53,0.5297,0.4413,0.4769,0.0423
stan1293,stan1288,0.9386,0.56,0.5541,0.2566,0.5481,0.0575
stan1293,kore1280,1.0,0.7054,0.6561,0.5335,0.4866,0.3292
stan1293,esto1258,0.9687,0.5848,0.5593,0.2566,0.4823,0.0711
stan1293,poli1260,0.9047,0.6135,0.5923,0.1789,0.5472,0.0549
stan1293,dutc1256,0.7068,0.535,0.5292,0.3418,0.4861,0.0174
stan1293,port1283,0.9359,0.5368,0.522,0.2513,0.4235,0.0512
stan1293,lati1261,0.9047,0.6443,0.6112,0.3141,0.5256,0.0653
stan1293,stan1290,0.9386,0.5686,0.5589,0.3743,0.4753,0.0246
stan1293,stan1295,0.6336,0.5393,0.5182,0.3931,0.4364,0.0437
stan1293,hind1269,0.9196,0.6535,0.6076,0.3743,0.4684,0.2707
stan1293,stan1289,0.9328,0.5416,0.5302,0.1789,0.4581,0.0526
stan1293,ital1282,0.9291,0.5645,0.5536,0.2566,0.5064,0.0615
stan1293,finn1318,1.0,0.6446,0.5876,0.3141,0.4694,0.0812
stan1293,bulg1262,0.9131,0.6066,0.5676,0.319,0.521,0.0896
stan1293,slov1268,0.9047,0.6016,0.5667,0.319,0.4546,0.0559
stan1293,slov1269,0.9047,0.6597,0.6459,0.5426,0.6054,0.0605
stan1293,roma1327,0.9248,0.5892,0.5583,0.3141,0.4997,0.0797
stan1293,croa1245,0.9196,0.6602,0.6107,0.3743,0.5093,0.0639
stan1293,stan1318,1.0,0.6916,0.6499,0.319,0.5506,0.1832
stan1293,latv1249,0.8767,0.6234,0.5987,0.3695,0.5026,0.0683
stan1293,hebr1245,1.0,0.6058,0.6074,0.4576,0.5549,0.1521
stan1293,ukra1253,0.9047,0.5904,0.5599,0.2566,0.4661,0.0762
stan1293,indo1316,1.0,0.6388,0.5882,0.3141,0.4546,0.4185
stan1293,dani1285,0.7323,0.5357,0.5321,0.3141,0.4332,0.0292
stan1293,swed1254,0.7323,0.5126,0.5513,0.3578,0.5242,0.0557
stan1293,mand1415,1.0,0.6488,0.6443,0.4685,0.5926,0.3047
finn1318,czec1258,1.0,0.5177,0.488,0.2677,0.4818,0.0724
finn1318,russ1263,1.0,0.4553,0.4728,0.2677,0.5099,0.1151
finn1318,norw1258,1.0,0.4999,0.4639,0.3141,0.4626,0.0394
finn1318,stan1288,1.0,0.5221,0.5119,0.427,0.5617,0.1295
finn1318,kore1280,1.0,0.6196,0.5291,0.5096,0.3638,0.2641
finn1318,esto1258,0.9819,0.3993,0.3648,0.1864,0.3861,0.0245
finn1318,poli1260,1.0,0.5162,0.5202,0.2617,0.5146,0.0612
finn1318,dutc1256,1.0,0.562,0.5064,0.2952,0.4561,0.0754
finn1318,port1283,1.0,0.5139,0.5025,0.3141,0.454,0.1275
finn1318,lati1261,1.0,0.554,0.511,0.3729,0.4701,0.1088
finn1318,stan1290,1.0,0.6218,0.5294,0.3333,0.3996,0.0952
finn1318,stan1295,1.0,0.552,0.4823,0.2468,0.4201,0.08
finn1318,hind1269,1.0,0.5733,0.5412,0.4161,0.5129,0.2248
finn1318,stan1289,1.0,0.5612,0.5199,0.2617,0.4287,0.118
finn1318,ital1282,1.0,0.5632,0.5414,0.3277,0.4906,0.1038
finn1318,stan1293,1.0,0.6446,0.5876,0.3141,0.4694,0.0812
finn1318,bulg1262,1.0,0.4388,0.4276,0.2677,0.4599,0.0971
finn1318,slov1268,1.0,0.533,0.5093,0.2677,0.4533,0.0883
finn1318,slov1269,1.0,0.7605,0.7242,0.5641,0.6566,0.0757
finn1318,roma1327,1.0,0.5088,0.4761,0.3729,0.4795,0.0836
finn1318,croa1245,1.0,0.5669,0.5173,0.3333,0.448,0.0916
finn1318,stan1318,1.0,0.604,0.5496,0.3862,0.4756,0.1717
finn1318,latv1249,1.0,0.5352,0.4815,0.3277,0.4135,0.0365
finn1318,hebr1245,1.0,0.5044,0.5314,0.427,0.552,0.1529
finn1318,ukra1253,1.0,0.4643,0.463,0.3277,0.4906,0.0756
finn1318,indo1316,1.0,0.5935,0.536,0.3729,0.4034,0.3776
finn1318,dani1285,1.0,0.5378,0.4966,0.2617,0.4034,0.0582
finn1318,swed1254,1.0,0.5415,0.5052,0.1789,0.4418,0.0286
finn1318,mand1415,1.0,0.5937,0.6096,0.439,0.5823,0.2377
bulg1262,czec1258,0.6667,0.5263,0.506,0.0,0.4507,0.0432
bulg1262,russ1263,0.5804,0.4634,0.4507,0.0,0.345,0.145
bulg1262,norw1258,0.8831,0.4666,0.4997,0.4208,0.5964,0.0863
bulg1262,stan1288,0.9248,0.3787,0.4492,0.3433,0.5933,0.0891
bulg1262,kore1280,1.0,0.6271,0.6135,0.6123,0.5671,0.3077
bulg1262,esto1258,0.9744,0.4734,0.4734,0.195,0.5098,0.0733
bulg1262,poli1260,0.631,0.4999,0.5125,0.2677,0.5078,0.0436
bulg1262,dutc1256,0.9131,0.5224,0.5103,0.3918,0.5097,0.0727
bulg1262,port1283,0.9214,0.4175,0.4449,0.319,0.4276,0.0972
bulg1262,lati1261,0.8831,0.5606,0.5559,0.3862,0.5557,0.0429
bulg1262,stan1290,0.9248,0.5342,0.5223,0.4196,0.4788,0.076
bulg1262,stan1295,0.8934,0.452,0.4607,0.359,0.5162,0.0467
bulg1262,hind1269,0.9014,0.5344,0.5448,0.4196,0.5418,0.202
bulg1262,stan1289,0.9176,0.4748,0.4827,0.2677,0.4681,0.0728
bulg1262,ital1282,0.9131,0.4628,0.4871,0.195,0.5052,0.0413
bulg1262,stan1293,0.9131,0.6066,0.5676,0.319,0.521,0.0896
bulg1262,finn1318,1.0,0.4388,0.4276,0.2677,0.4599,0.0971
bulg1262,slov1268,0.4788,0.4769,0.4764,0.0,0.4225,0.0359
bulg1262,slov1269,0.631,0.7624,0.7305,0.6082,0.6478,0.031
bulg1262,roma1327,0.9078,0.4155,0.4247,0.2677,0.4946,0.0141
bulg1262,croa1245,0.5765,0.4608,0.4463,0.2048,0.4403,0.0283
bulg1262,stan1318,1.0,0.6128,0.5868,0.2871,0.5412,0.0979
bulg1262,latv1249,0.6875,0.5437,0.5123,0.195,0.4576,0.0616
bulg1262,hebr1245,1.0,0.4859,0.5432,0.4477,0.6063,0.0665
bulg1262,ukra1253,0.631,0.4724,0.4674,0.195,0.4367,0.0222
bulg1262,indo1316,1.0,0.5347,0.5165,0.3862,0.4918,0.3682
bulg1262,dani1285,0.8934,0.5333,0.5081,0.2677,0.4225,0.07
bulg1262,swed1254,0.8934,0.512,0.5335,0.319,0.5343,0.0778
bulg1262,mand1415,1.0,0.5167,0.571,0.5273,0.5762,0.2756
slov1268,czec1258,0.631,0.4016,0.4021,0.0,0.4204,0.0167
slov1268,russ1263,0.5319,0.457,0.4508,0.0,0.4254,0.1637
slov1268,norw1258,0.8718,0.4817,0.5132,0.4208,0.5251,0.0641
slov1268,stan1288,0.9176,0.5003,0.5338,0.3433,0.5118,0.059
slov1268,kore1280,1.0,0.6184,0.6128,0.6123,0.55,0.3214
slov1268,esto1258,0.9766,0.4981,0.4858,0.195,0.434,0.066
slov1268,poli1260,0.5903,0.4192,0.4751,0.2677,0.5281,0.0281
slov1268,dutc1256,0.9047,0.5021,0.5025,0.3918,0.4622,0.0394
slov1268,port1283,0.9139,0.406,0.4161,0.319,0.3356,0.0649
slov1268,lati1261,0.8718,0.4347,0.4531,0.3862,0.4892,0.0214
slov1268,stan1290,0.9176,0.5078,0.508,0.4196,0.4688,0.0406
slov1268,stan1295,0.8831,0.4943,0.4892,0.359,0.4255,0.0131
slov1268,hind1269,0.8919,0.4791,0.5018,0.4196,0.4816,0.2322
slov1268,stan1289,0.9097,0.4251,0.4022,0.2677,0.3295,0.0425
slov1268,ital1282,0.9047,0.4363,0.4553,0.195,0.4312,0.0163
slov1268,stan1293,0.9047,0.6016,0.5667,0.319,0.4546,0.0559
slov1268,finn1318,1.0,0.533,0.5093,0.2677,0.4533,0.0883
slov1268,bulg1262,0.4788,0.4769,0.4764,0.0,0.4225,0.0359
slov1268,slov1269,0.5903,0.7359,0.7098,0.6082,0.6746,0.0163
slov1268,roma1327,0.8989,0.4895,0.4761,0.2677,0.3931,0.0299
slov1268,croa1245,0.359,0.5408,0.5019,0.2048,0.3141,0.0082
slov1268,stan1318,1.0,0.5528,0.5278,0.2871,0.47,0.1317
slov1268,latv1249,0.6545,0.4503,0.43,0.195,0.4007,0.0554
slov1268,hebr1245,1.0,0.5121,0.552,0.4477,0.572,0.0988
slov1268,ukra1253,0.5903,0.3536,0.3839,0.195,0.404,0.0312
slov1268,indo1316,1.0,0.5993,0.5796,0.3862,0.4413,0.3914
slov1268,dani1285,0.8831,0.4341,0.4259,0.2677,0.3578,0.0424
slov1268,swed1254,0.8831,0.5011,0.5281,0.319,0.5107,0.0623
slov1268,mand1415,1.0,0.5934,0.6199,0.5273,0.5945,0.2921
slov1269,czec1258,0.2677,0.7546,0.72,0.6082,0.6839,0.0126
slov1269,russ1263,0.5319,0.7359,0.7038,0.6082,0.6933,0.1487
slov1269,norw1258,0.8718,0.7508,0.7078,0.5426,0.5972,0.0573
slov1269,stan1288,0.9176,0.7585,0.7326,0.5859,0.6885,0.0742
slov1269,kore1280,1.0,0.7323,0.7119,0.5859,0.6792,0.3089
slov1269,esto1258,0.9766,0.7644,0.7402,0.5859,0.7127,0.0523
slov1269,poli1260,0.4097,0.7028,0.6759,0.5641,0.6655,0.0151
slov1269,dutc1256,0.9047,0.7269,0.6931,0.5,0.6137,0.0433
slov1269,port1283,0.9139,0.7216,0.6921,0.5426,0.6391,0.079
slov1269,lati1261,0.8718,0.7062,0.7028,0.5641,0.7127,0.0366
slov1269,stan1290,0.9176,0.7451,0.696,0.4788,0.6096,0.0511
slov1269,stan1295,0.8831,0.7508,0.7139,0.5212,0.6221,0.0192
slov1269,hind1269,0.8919,0.7269,0.6759,0.4788,0.5451,0.2219
slov1269,stan1289,0.9097,0.7147,0.695,0.5641,0.6522,0.058
slov1269,ital1282,0.9047,0.7199,0.7019,0.5859,0.6792,0.0319
slov1269,stan1293,0.9047,0.6597,0.6459,0.5426,0.6054,0.0605
slov1269,finn1318,1.0,0.7605,0.7242,0.5641,0.6566,0.0757
slov1269,bulg1262,0.631,0.7624,0.7305,0.6082,0.6478,0.031
slov1269,slov1268,0.5903,0.7359,0.7098,0.6082,0.6746,0.0163
slov1269,roma1327,0.8989,0.7527,0.7252,0.5641,0.6611,0.0196
slov1269,croa1245,0.6614,0.8052,0.7748,0.631,0.6885,0.0166
slov1269,stan1318,1.0,0.7624,0.7326,0.6082,0.7332,0.1272
slov1269,latv1249,0.6545,0.7527,0.72,0.5859,0.7029,0.041
slov1269,hebr1245,1.0,0.7433,0.72,0.5859,0.7078,0.0969
slov1269,ukra1253,0.5903,0.7377,0.7139,0.5859,0.6792,0.0172
slov1269,indo1316,1.0,0.7746,0.7457,0.5641,0.6746,0.3835
slov1269,dani1285,0.8831,0.7396,0.719,0.5641,0.6746,0.0393
slov1269,swed1254,0.8831,0.7377,0.7058,0.5426,0.6221,0.0516
slov1269,mand1415,1.0,0.7414,0.7211,0.5212,0.6306,0.279
roma1327,czec1258,0.9078,0.5227,0.4984,0.2677,0.4494,0.0321
roma1327,russ1263,0.8869,0.5021,0.4949,0.2677,0.4279,0.1398
roma1327,norw1258,0.8989,0.3742,0.4742,0.4878,0.5961,0.0729
roma1327,stan1288,0.5804,0.3442,0.4031,0.3277,0.5114,0.0875
roma1327,kore1280,1.0,0.6325,0.6055,0.5829,0.5696,0.3029
roma1327,esto1258,0.9705,0.5125,0.4787,0.3277,0.4618,0.0596
roma1327,poli1260,0.8989,0.5015,0.5073,0.2617,0.4856,0.0301
roma1327,dutc1256,0.9248,0.5443,0.4926,0.2952,0.4679,0.0626
roma1327,port1283,0.5582,0.421,0.4394,0.3141,0.4225,0.094
roma1327,lati1261,0.4196,0.5386,0.4969,0.3729,0.4057,0.0437
roma1327,stan1290,0.5804,0.4667,0.4624,0.3333,0.4336,0.069
roma1327,stan1295,0.9078,0.4368,0.4263,0.3548,0.4541,0.0378
roma1327,hind1269,0.9147,0.5666,0.5393,0.3333,0.489,0.2059
roma1327,stan1289,0.5319,0.4262,0.4326,0.2617,0.3681,0.071
roma1327,ital1282,0.5,0.4257,0.4293,0.1864,0.3812,0.0406
roma1327,stan1293,0.9248,0.5892,0.5583,0.3141,0.4997,0.0797
roma1327,finn1318,1.0,0.5088,0.4761,0.3729,0.4795,0.0836
roma1327,bulg1262,0.9078,0.4155,0.4247,0.2677,0.4946,0.0141
roma1327,slov1268,0.8989,0.4895,0.4761,0.2677,0.3931,0.0299
roma1327,slov1269,0.8989,0.7527,0.7252,0.5641,0.6611,0.0196
roma1327,croa1245,0.9147,0.4699,0.4679,0.3333,0.439,0.0243
roma1327,stan1318,1.0,0.5307,0.4966,0.2677,0.4078,0.1087
roma1327,latv1249,0.8691,0.552,0.4856,0.3277,0.3415,0.0478
roma1327,hebr1245,1.0,0.4298,0.492,0.427,0.5456,0.0792
roma1327,ukra1253,0.8989,0.459,0.4192,0.1864,0.3519,0.0082
roma1327,indo1316,1.0,0.5423,0.5002,0.3729,0.3931,0.3714
roma1327,dani1285,0.9078,0.4808,0.4749,0.3729,0.3931,0.0577
roma1327,swed1254,0.9078,0.4852,0.5208,0.409,0.551,0.0639
roma1327,mand1415,1.0,0.5966,0.597,0.439,0.5585,0.2715
croa1245,czec1258,0.6936,0.5633,0.5256,0.2048,0.3539,0.0221
croa1245,russ1263,0.6162,0.5697,0.555,0.2048,0.4214,0.1612
croa1245,norw1258,0.8919,0.492,0.5274,0.47,0.5577,0.0701
croa1245,stan1288,0.9304,0.4894,0.483,0.4054,0.4327,0.0638
croa1245,kore1280,1.0,0.6685,0.6271,0.5879,0.5505,0.3201
croa1245,esto1258,0.9724,0.5424,0.4898,0.2804,0.3673,0.0686
croa1245,poli1260,0.6614,0.5847,0.5666,0.3333,0.4554,0.031
croa1245,dutc1256,0.9196,0.6249,0.5722,0.4359,0.4766,0.0474
croa1245,port1283,0.9273,0.5255,0.5078,0.3743,0.3806,0.0707
croa1245,lati1261,0.8919,0.6289,0.5892,0.4407,0.4322,0.021
croa1245,stan1290,0.9304,0.5815,0.5612,0.4601,0.483,0.0483
croa1245,stan1295,0.9014,0.5085,0.5084,0.4078,0.5062,0.0209
croa1245,hind1269,0.9087,0.6119,0.5727,0.4601,0.5263,0.2264
croa1245,stan1289,0.9237,0.5658,0.5231,0.3333,0.3776,0.0471
croa1245,ital1282,0.9196,0.5703,0.5449,0.2804,0.4263,0.0169
croa1245,stan1293,0.9196,0.6602,0.6107,0.3743,0.5093,0.0639
croa1245,finn1318,1.0,0.5669,0.5173,0.3333,0.448,0.0916
croa1245,bulg1262,0.5765,0.4608,0.4463,0.2048,0.4403,0.0283
croa1245,slov1268,0.359,0.5408,0.5019,0.2048,0.3141,0.0082
croa1245,slov1269,0.6614,0.8052,0.7748,0.631,0.6885,0.0166
croa1245,roma1327,0.9147,0.4699,0.4679,0.3333,0.439,0.0243
croa1245,stan1318,1.0,0.6528,0.6029,0.3613,0.4077,0.124
croa1245,latv1249,0.7125,0.6113,0.5329,0.2804,0.288,0.0574
croa1245,hebr1245,1.0,0.5558,0.6023,0.5032,0.5988,0.0909
croa1245,ukra1253,0.6614,0.5371,0.523,0.2804,0.4263,0.0274
croa1245,indo1316,1.0,0.5181,0.4675,0.3333,0.3797,0.3869
croa1245,dani1285,0.9014,0.6189,0.5349,0.3333,0.3483,0.0493
croa1245,swed1254,0.9014,0.5945,0.5782,0.3743,0.566,0.0667
croa1245,mand1415,1.0,0.6022,0.614,0.4949,0.5941,0.2901
stan1318,czec1258,1.0,0.6261,0.539,0.2871,0.4511,0.1391
stan1318,russ1263,1.0,0.5879,0.5445,0.2871,0.4923,0.1491
stan1318,norw1258,1.0,0.5728,0.5942,0.5049,0.6012,0.1751
stan1318,stan1288,1.0,0.5828,0.5268,0.3433,0.4407,0.1725
stan1318,kore1280,1.0,0.7303,0.6423,0.5348,0.4901,0.2926
stan1318,esto1258,0.9744,0.6216,0.5505,0.3433,0.4149,0.1526
stan1318,poli1260,1.0,0.5765,0.546,0.2677,0.4588,0.1368
stan1318,dutc1256,1.0,0.6454,0.5943,0.3918,0.5176,0.1673
stan1318,port1283,1.0,0.5211,0.5015,0.319,0.4792,0.1826
stan1318,lati1261,1.0,0.5388,0.48,0.3862,0.289,0.1307
stan1318,stan1290,1.0,0.5952,0.552,0.4196,0.5,0.169
stan1318,stan1295,1.0,0.6323,0.6017,0.4498,0.5522,0.1426
stan1318,hind1269,1.0,0.6243,0.6071,0.4196,0.5734,0.1337
stan1318,stan1289,1.0,0.568,0.5311,0.2677,0.427,0.159
stan1318,ital1282,1.0,0.5591,0.5068,0.195,0.3971,0.1318
stan1318,stan1293,1.0,0.6916,0.6499,0.319,0.5506,0.1832
stan1318,finn1318,1.0,0.604,0.5496,0.3862,0.4756,0.1717
stan1318,bulg1262,1.0,0.6128,0.5868,0.2871,0.5412,0.0979
stan1318,slov1268,1.0,0.5528,0.5278,0.2871,0.47,0.1317
stan1318,slov1269,1.0,0.7624,0.7326,0.6082,0.7332,0.1272
stan1318,roma1327,1.0,0.5307,0.4966,0.2677,0.4078,0.1087
stan1318,croa1245,1.0,0.6528,0.6029,0.3613,0.4077,0.124
stan1318,latv1249,1.0,0.6175,0.5267,0.3433,0.368,0.1437
stan1318,hebr1245,0.5765,0.4722,0.4948,0.5348,0.6074,0.038
stan1318,ukra1253,1.0,0.5493,0.482,0.195,0.4299,0.1139
stan1318,indo1316,1.0,0.6414,0.5911,0.3862,0.3743,0.3053
stan1318,dani1285,1.0,0.6046,0.5649,0.3862,0.4084,0.1635
stan1318,swed1254,1.0,0.6188,0.5917,0.4208,0.5522,0.1632
stan1318,mand1415,1.0,0.731,0.7145,0.5273,0.5865,0.2567
latv1249,czec1258,0.6875,0.3937,0.3635,0.195,0.3427,0.0407
latv1249,russ1263,0.6082,0.4637,0.4249,0.195,0.3836,0.1216
latv1249,norw1258,0.8337,0.4925,0.5274,0.3695,0.5722,0.0373
latv1249,stan1288,0.8934,0.5135,0.5077,0.39,0.4834,0.1053
latv1249,kore1280,1.0,0.6631,0.6081,0.6327,0.55,0.2813
latv1249,esto1258,0.9819,0.4988,0.4411,0.2736,0.3212,0.012
latv1249,poli1260,0.6545,0.534,0.5074,0.3277,0.4492,0.0275
latv1249,dutc1256,0.8767,0.5096,0.515,0.432,0.4907,0.0558
latv1249,port1283,0.8886,0.4851,0.4588,0.3695,0.4231,0.1062
latv1249,lati1261,0.8337,0.5492,0.4783,0.427,0.3602,0.0764
latv1249,stan1290,0.8934,0.5311,0.4866,0.4565,0.4523,0.0735
latv1249,stan1295,0.8485,0.5057,0.5038,0.4034,0.4779,0.0497
latv1249,hind1269,0.86,0.5555,0.5439,0.4565,0.5362,0.2155
latv1249,stan1289,0.8831,0.5116,0.4827,0.3277,0.3951,0.0912
latv1249,ital1282,0.8767,0.5125,0.4682,0.2736,0.3891,0.0714
latv1249,stan1293,0.8767,0.6234,0.5987,0.3695,0.5026,0.0683
latv1249,finn1318,1.0,0.5352,0.4815,0.3277,0.4135,0.0365
latv1249,bulg1262,0.6875,0.5437,0.5123,0.195,0.4576,0.0616
latv1249,slov1268,0.6545,0.4503,0.43,0.195,0.4007,0.0554
latv1249,slov1269,0.6545,0.7527,0.72,0.5859,0.7029,0.041
latv1249,roma1327,0.8691,0.552,0.4856,0.3277,0.3415,0.0478
latv1249,croa1245,0.7125,0.6113,0.5329,0.2804,0.288,0.0574
latv1249,stan1318,1.0,0.6175,0.5267,0.3433,0.368,0.1437
latv1249,hebr1245,1.0,0.5471,0.5567,0.4816,0.5779,0.121
latv1249,ukra1253,0.6545,0.4315,0.3979,0.2736,0.3566,0.0397
latv1249,indo1316,1.0,0.6322,0.575,0.427,0.3358,0.3761
latv1249,dani1285,0.8485,0.4676,0.4338,0.1864,0.2986,0.0395
latv1249,swed1254,0.8485,0.5346,0.5423,0.3695,0.5427,0.0216
latv1249,mand1415,1.0,0.6186,0.6474,0.4835,0.6124,0.2523
hebr1245,czec1258,1.0,0.543,0.5394,0.4477,0.5584,0.1085
hebr1245,russ1263,1.0,0.4757,0.529,0.4477,0.6156,0.1569
hebr1245,norw1258,1.0,0.4355,0.5216,0.4576,0.5833,0.1494
hebr1245,stan1288,1.0,0.4113,0.5013,0.4816,0.6441,0.1372
hebr1245,kore1280,1.0,0.6567,0.639,0.5609,0.5886,0.3097
