Source lang,Transfer lang,GENETIC,SYNTACTIC,FEATURAL,PHONOLOGICAL,INVENTORY,GEOGRAPHIC
mace1250,slov1268,0.4788,0.3352,0.3291,0.0,0.3753,0.0315
mace1250,roma1327,0.9078,0.4938,0.4799,0.2677,0.4086,0.0234
mace1250,russ1263,0.5804,0.4859,0.4597,0.0,0.4147,0.1578
mace1250,serb1264,0.5765,0.4825,0.4898,0.195,0.4236,0.0125
mace1250,tami1289,1.0,0.6824,0.6126,0.3862,0.5366,0.2528
mace1250,kaza1248,1.0,0.8316,0.7371,0.6172,0.5471,0.1455
mace1250,mara1378,0.8934,0.6182,0.5987,0.2871,0.5448,0.2274
mace1250,ukra1253,0.631,0.4312,0.4153,0.195,0.3926,0.0313
mace1250,thai1261,1.0,0.6362,0.6174,0.4788,0.5531,0.3045
mace1250,bela1254,0.5804,0.3874,0.3748,0.0,0.3405,0.0545
mace1250,nucl1301,1.0,0.6398,0.5757,0.195,0.4533,0.0392
mace1250,nort2697,1.0,0.621,0.5675,0.195,0.4756,0.0842
mace1250,stan1295,0.8934,0.4734,0.4986,0.359,0.5026,0.0441
mace1250,bulg1262,0.0,0.4402,0.4539,0.0,0.4367,0.0137
mace1250,norw1259,0.9744,0.4551,0.5241,0.4208,0.589,0.096
mace1250,nucl1302,1.0,0.578,0.5689,0.3918,0.5037,0.0835
mace1250,dani1285,0.8934,0.4123,0.4009,0.2677,0.3444,0.0711
mace1250,nucl1235,0.8485,0.5551,0.511,0.319,0.3926,0.0801
mace1250,mand1415,1.0,0.5964,0.6089,0.5273,0.5696,0.2868
mace1250,indo1316,1.0,0.5904,0.5487,0.3862,0.3444,0.3749
mace1250,gali1258,0.9214,0.3871,0.4411,0.319,0.4828,0.0985
mace1250,port1283,0.9214,0.3563,0.4051,0.319,0.4296,0.0877
mace1250,urdu1245,0.9014,0.593,0.5999,0.5049,0.5758,0.1806
mace1250,ital1282,0.9131,0.4164,0.4392,0.195,0.4473,0.0317
mace1250,stan1288,0.9248,0.4788,0.5076,0.3433,0.479,0.0787
mace1250,mode1248,0.8831,0.3972,0.4272,0.195,0.4852,0.011
mace1250,beng1280,0.9014,0.6251,0.612,0.4498,0.5978,0.2522
mace1250,nucl1643,1.0,0.6615,0.6349,0.5587,0.5755,0.3382
mace1250,stan1306,1.0,0.6321,0.5633,0.195,0.3108,0.3327
mace1250,dutc1256,0.9131,0.5062,0.5163,0.3918,0.5145,0.0705
mace1250,croa1245,0.5765,0.5444,0.4935,0.2048,0.2983,0.0234
mace1250,hebr1245,1.0,0.5275,0.5618,0.4477,0.5654,0.068
mace1250,mong1331,1.0,0.6764,0.6006,0.2871,0.5204,0.2446
mace1250,hind1269,0.9014,0.5172,0.5401,0.4196,0.558,0.2113
bosn1245,basq1248,0.9724,0.6281,0.6243,0.5,0.5734,0.0632
bosn1245,slov1269,0.6614,0.8124,0.8019,0.7048,0.7722,0.026
bosn1245,nucl1310,1.0,0.7745,0.6774,0.5456,0.5588,0.2818
bosn1245,kore1280,1.0,0.6549,0.6071,0.471,0.4832,0.3236
bosn1245,lith1251,0.7125,0.5976,0.5871,0.4359,0.5222,0.059
bosn1245,stan1318,1.0,0.6385,0.5736,0.4359,0.3401,0.1169
bosn1245,czec1258,0.6936,0.6065,0.5716,0.4359,0.4742,0.0329
bosn1245,espe1235,1.0,0.5489,0.4565,0.2468,0.14,0.0553
bosn1245,finn1318,1.0,0.5309,0.5317,0.5,0.5222,0.1011
bosn1245,alba1267,0.7532,0.461,0.4971,0.5245,0.529,0.0094
bosn1245,viet1252,1.0,0.5838,0.6424,0.5641,0.6455,0.3208
bosn1245,stan1290,0.9304,0.6366,0.6287,0.5804,0.5835,0.0552
bosn1245,esto1258,0.9724,0.5557,0.5249,0.471,0.4062,0.0778
bosn1245,mace1250,0.5765,0.5391,0.543,0.4359,0.4832,0.0153
bosn1245,swed1254,0.9014,0.6199,0.6156,0.5245,0.5944,0.0769
bosn1245,poli1260,0.6614,0.5797,0.6011,0.5,0.5673,0.041
bosn1245,west2369,0.9087,0.7026,0.6397,0.5456,0.5152,0.1489
bosn1245,kurd1259,0.9014,0.6743,0.6374,0.5641,0.6005,0.1032
bosn1245,hung1274,1.0,0.5844,0.5756,0.5,0.529,0.0193
bosn1245,slov1268,0.359,0.5199,0.5424,0.4359,0.4918,0.018
bosn1245,roma1327,0.9147,0.4979,0.5127,0.5,0.5152,0.0266
bosn1245,russ1263,0.6162,0.5656,0.5752,0.4359,0.5237,0.1647
bosn1245,serb1264,0.0,0.4286,0.4433,0.471,0.4062,0.0155
bosn1245,tami1289,1.0,0.7061,0.6436,0.5,0.5641,0.2655
bosn1245,kaza1248,1.0,0.793,0.6432,0.631,0.2871,0.1567
bosn1245,mara1378,0.9014,0.6618,0.633,0.4359,0.5533,0.2402
bosn1245,ukra1253,0.6614,0.5471,0.543,0.471,0.5159,0.0323
bosn1245,thai1261,1.0,0.6127,0.6011,0.5,0.5416,0.3151
bosn1245,bela1254,0.6162,0.5237,0.5289,0.4359,0.4196,0.053
bosn1245,nucl1301,1.0,0.6851,0.6348,0.471,0.5641,0.0539
bosn1245,nort2697,1.0,0.6352,0.62,0.471,0.6115,0.0972
bosn1245,stan1295,0.9014,0.5519,0.5664,0.5456,0.5692,0.0311
bosn1245,bulg1262,0.5765,0.4724,0.5102,0.4359,0.5634,0.0248
bosn1245,norw1259,0.9724,0.4803,0.5399,0.5245,0.5964,0.0864
bosn1245,nucl1302,1.0,0.6254,0.6404,0.5641,0.5933,0.0971
bosn1245,dani1285,0.9014,0.5883,0.5733,0.5,0.4918,0.0599
bosn1245,nucl1235,0.86,0.6089,0.5856,0.5245,0.4832,0.0936
bosn1245,mand1415,1.0,0.5851,0.6156,0.5456,0.5848,0.2932
bosn1245,indo1316,1.0,0.5502,0.5576,0.5,0.4918,0.3847
bosn1245,gali1258,0.9273,0.5713,0.5701,0.5245,0.5152,0.0842
bosn1245,port1283,0.9273,0.5481,0.5644,0.5245,0.5476,0.0734
bosn1245,urdu1245,0.9087,0.5613,0.6038,0.7008,0.631,0.194
bosn1245,ital1282,0.9196,0.6063,0.5856,0.471,0.5159,0.0169
bosn1245,stan1288,0.9304,0.5184,0.5232,0.471,0.4991,0.065
bosn1245,mode1248,0.8919,0.5634,0.5756,0.471,0.5479,0.0245
bosn1245,beng1280,0.9087,0.5804,0.581,0.5456,0.5879,0.2634
bosn1245,nucl1643,1.0,0.744,0.7063,0.6875,0.5793,0.343
bosn1245,stan1306,1.0,0.5745,0.5968,0.471,0.5237,0.3433
bosn1245,dutc1256,0.9196,0.649,0.6257,0.5641,0.5789,0.0569
bosn1245,croa1245,0.0,0.4389,0.4673,0.3918,0.4646,0.0108
bosn1245,hebr1245,1.0,0.5515,0.5637,0.471,0.5309,0.0826
bosn1245,mong1331,1.0,0.6635,0.5955,0.4359,0.5078,0.2514
bosn1245,hind1269,0.9087,0.6359,0.6461,0.5804,0.641,0.2238
swed1254,basq1248,0.9744,0.645,0.6501,0.409,0.6202,0.0911
swed1254,slov1269,0.8831,0.7377,0.7058,0.5426,0.6221,0.0516
swed1254,nucl1310,1.0,0.6836,0.5923,0.4685,0.4882,0.279
swed1254,kore1280,1.0,0.645,0.5984,0.4576,0.5026,0.2862
swed1254,lith1251,0.8485,0.5608,0.5493,0.319,0.5211,0.0268
swed1254,stan1318,1.0,0.6188,0.5917,0.4208,0.5522,0.1632
swed1254,czec1258,0.8934,0.5181,0.5311,0.319,0.573,0.0459
swed1254,espe1235,1.0,0.6286,0.6107,0.4755,0.5814,0.0612
swed1254,finn1318,1.0,0.5415,0.5052,0.1789,0.4418,0.0286
swed1254,alba1267,0.7323,0.5019,0.5261,0.3578,0.5634,0.0801
swed1254,viet1252,1.0,0.6519,0.6223,0.4918,0.5395,0.3099
swed1254,stan1290,0.9248,0.44,0.4598,0.3743,0.4845,0.0676
swed1254,esto1258,0.9744,0.4939,0.5069,0.2566,0.5026,0.0172
swed1254,mace1250,0.8934,0.4815,0.5316,0.319,0.5797,0.0838
swed1254,bosn1245,0.9014,0.6199,0.6156,0.5245,0.5944,0.0769
swed1254,poli1260,0.8831,0.5349,0.5494,0.3141,0.5444,0.0366
swed1254,west2369,0.9014,0.6019,0.5827,0.4685,0.551,0.1787
swed1254,kurd1259,0.8934,0.6487,0.6086,0.4225,0.5964,0.1352
swed1254,hung1274,1.0,0.5349,0.5265,0.3141,0.4904,0.0592
swed1254,slov1268,0.8831,0.5011,0.5281,0.319,0.5107,0.0623
swed1254,roma1327,0.9078,0.4852,0.5208,0.409,0.551,0.0639
swed1254,russ1263,0.8691,0.5127,0.5443,0.319,0.578,0.1338
swed1254,serb1264,0.9014,0.5798,0.5642,0.3695,0.5248,0.0717
swed1254,tami1289,1.0,0.7095,0.639,0.409,0.5792,0.2841
swed1254,kaza1248,1.0,0.8511,0.7351,0.5741,0.5944,0.1537
swed1254,mara1378,0.8934,0.5911,0.585,0.4208,0.5352,0.2557
swed1254,ukra1253,0.8831,0.4969,0.509,0.3695,0.5227,0.0563
swed1254,thai1261,1.0,0.6308,0.5786,0.4878,0.4466,0.3118
swed1254,bela1254,0.8691,0.5052,0.5224,0.319,0.4902,0.0365
swed1254,nucl1301,1.0,0.6445,0.5683,0.2566,0.4765,0.1005
swed1254,nort2697,1.0,0.6485,0.5805,0.2566,0.5278,0.1176
swed1254,stan1295,0.6667,0.4087,0.4361,0.3021,0.426,0.0527
swed1254,bulg1262,0.8934,0.512,0.5335,0.319,0.5343,0.0778
swed1254,norw1259,0.9744,0.4171,0.4714,0.2513,0.4852,0.022
swed1254,nucl1302,1.0,0.6026,0.6353,0.4225,0.6393,0.1223
swed1254,dani1285,0.3729,0.3228,0.4089,0.3141,0.4697,0.0301
swed1254,nucl1235,0.8485,0.548,0.5683,0.4413,0.5797,0.1185
swed1254,mand1415,1.0,0.6216,0.6253,0.4685,0.5902,0.2593
swed1254,indo1316,1.0,0.6082,0.5973,0.409,0.5303,0.3878
swed1254,gali1258,0.9214,0.464,0.5051,0.3578,0.551,0.1053
swed1254,port1283,0.9214,0.4265,0.4681,0.3578,0.493,0.1005
swed1254,urdu1245,0.9014,0.6362,0.5954,0.5132,0.5187,0.2134
swed1254,ital1282,0.9131,0.4557,0.5047,0.3695,0.5422,0.0774
swed1254,stan1288,0.9248,0.4698,0.541,0.4576,0.6215,0.1022
swed1254,mode1248,0.8831,0.4943,0.5103,0.3695,0.5707,0.0823
swed1254,beng1280,0.9014,0.608,0.566,0.4685,0.4906,0.2612
swed1254,nucl1643,1.0,0.6665,0.6309,0.5574,0.5749,0.3042
swed1254,stan1306,1.0,0.6134,0.5886,0.2566,0.5303,0.3465
swed1254,dutc1256,0.7323,0.3392,0.3986,0.238,0.46,0.0477
swed1254,croa1245,0.9014,0.5945,0.5782,0.3743,0.566,0.0667
swed1254,hebr1245,1.0,0.496,0.5423,0.4576,0.6144,0.1394
swed1254,mong1331,1.0,0.66,0.5783,0.319,0.4868,0.2176
swed1254,hind1269,0.9014,0.5839,0.5732,0.4477,0.5473,0.2326
poli1260,basq1248,0.9766,0.5742,0.5667,0.3729,0.5285,0.0724
poli1260,slov1269,0.4097,0.7028,0.6759,0.5641,0.6655,0.0151
poli1260,nucl1310,1.0,0.6263,0.5871,0.3548,0.5332,0.2768
poli1260,kore1280,1.0,0.5835,0.5871,0.5096,0.5633,0.3018
poli1260,lith1251,0.6545,0.459,0.473,0.2677,0.4933,0.0211
poli1260,stan1318,1.0,0.5765,0.546,0.2677,0.4588,0.1368
poli1260,czec1258,0.4788,0.4737,0.4743,0.2677,0.4653,0.0137
poli1260,espe1235,1.0,0.6349,0.6219,0.4467,0.5516,0.0473
poli1260,finn1318,1.0,0.5162,0.5202,0.2617,0.5146,0.0612
poli1260,alba1267,0.7048,0.5013,0.5278,0.409,0.5007,0.044
poli1260,viet1252,1.0,0.6317,0.6201,0.3881,0.5088,0.3122
poli1260,stan1290,0.9176,0.5398,0.5471,0.3333,0.5239,0.0519
poli1260,esto1258,0.9766,0.5291,0.5081,0.1864,0.453,0.0382
poli1260,mace1250,0.631,0.4477,0.4371,0.2677,0.3697,0.048
poli1260,bosn1245,0.6614,0.5797,0.6011,0.5,0.5673,0.041
poli1260,swed1254,0.8831,0.5349,0.5494,0.3141,0.5444,0.0366
poli1260,west2369,0.8919,0.5662,0.5243,0.3548,0.4629,0.1592
poli1260,kurd1259,0.8831,0.6241,0.5804,0.2952,0.48,0.113
poli1260,hung1274,1.0,0.5112,0.5277,0.2617,0.5007,0.0229
poli1260,slov1268,0.5903,0.4192,0.4751,0.2677,0.5281,0.0281
poli1260,roma1327,0.8989,0.5015,0.5073,0.2617,0.4856,0.0301
poli1260,russ1263,0.5319,0.4765,0.4773,0.2677,0.4949,0.1425
poli1260,serb1264,0.6614,0.5456,0.5344,0.1864,0.4249,0.0359
poli1260,tami1289,1.0,0.61,0.5653,0.2617,0.5003,0.2719
poli1260,kaza1248,1.0,0.8096,0.7425,0.5533,0.5673,0.1483
poli1260,mara1378,0.8831,0.5358,0.55,0.2677,0.5464,0.2444
poli1260,ukra1253,0.5903,0.4494,0.4603,0.1864,0.4504,0.0239
poli1260,thai1261,1.0,0.6165,0.6048,0.3729,0.5145,0.3104
poli1260,bela1254,0.5319,0.3874,0.4397,0.2677,0.4645,0.0205
poli1260,nucl1301,1.0,0.5801,0.5701,0.3277,0.5389,0.0707
poli1260,nort2697,1.0,0.583,0.5833,0.3277,0.5806,0.0992
poli1260,stan1295,0.8831,0.5485,0.5695,0.3548,0.5805,0.0232
poli1260,bulg1262,0.631,0.4999,0.5125,0.2677,0.5078,0.0436
poli1260,norw1259,0.9766,0.5125,0.5762,0.409,0.6385,0.0497
poli1260,nucl1302,1.0,0.5224,0.5592,0.4646,0.6118,0.1022
poli1260,dani1285,0.8831,0.5,0.4933,0.2617,0.4094,0.0289
poli1260,nucl1235,0.8337,0.544,0.5418,0.409,0.5204,0.0983
poli1260,mand1415,1.0,0.5573,0.5915,0.439,0.552,0.2726
poli1260,indo1316,1.0,0.5617,0.5359,0.2617,0.3821,0.3846
poli1260,gali1258,0.9139,0.438,0.4685,0.1789,0.4856,0.0913
poli1260,port1283,0.9139,0.4466,0.4653,0.1789,0.4584,0.0832
poli1260,urdu1245,0.8919,0.5604,0.5854,0.409,0.5772,0.1994
poli1260,ital1282,0.9047,0.451,0.4762,0.1864,0.498,0.0443
poli1260,stan1288,0.9176,0.5426,0.5245,0.3277,0.4801,0.0807
poli1260,mode1248,0.8718,0.4466,0.4612,0.3277,0.5329,0.0477
poli1260,beng1280,0.8919,0.5641,0.5707,0.3548,0.5472,0.2584
poli1260,nucl1643,1.0,0.645,0.6176,0.4601,0.5749,0.3208
poli1260,stan1306,1.0,0.6144,0.5689,0.1864,0.4094,0.3426
poli1260,dutc1256,0.9047,0.5174,0.5236,0.2952,0.5368,0.0385
poli1260,croa1245,0.6614,0.5847,0.5666,0.3333,0.4554,0.031
poli1260,hebr1245,1.0,0.5335,0.5689,0.427,0.6276,0.1085
poli1260,mong1331,1.0,0.6491,0.6095,0.2677,0.5825,0.23
poli1260,hind1269,0.8919,0.4973,0.5384,0.3333,0.5925,0.2239
west2369,basq1248,0.9724,0.6107,0.5659,0.2468,0.4935,0.2068
west2369,slov1269,0.8919,0.747,0.7088,0.5212,0.6611,0.153
west2369,nucl1310,1.0,0.641,0.5827,0.4935,0.5015,0.1604
west2369,kore1280,1.0,0.6612,0.6041,0.6185,0.5056,0.2591
west2369,lith1251,0.86,0.5537,0.5281,0.359,0.4795,0.1551
west2369,stan1318,1.0,0.6494,0.5703,0.359,0.4384,0.0456
west2369,czec1258,0.9014,0.5947,0.537,0.359,0.4971,0.1647
west2369,espe1235,1.0,0.6899,0.6211,0.5,0.5,0.1965
west2369,finn1318,1.0,0.6301,0.5347,0.439,0.4572,0.1803
west2369,alba1267,0.7532,0.5467,0.5145,0.4685,0.4655,0.1401
west2369,viet1252,1.0,0.7099,0.6394,0.4513,0.4982,0.2108
west2369,stan1290,0.9304,0.622,0.5574,0.33,0.4744,0.198
west2369,esto1258,0.9724,0.6118,0.526,0.4034,0.4057,0.1654
west2369,mace1250,0.9014,0.5758,0.526,0.359,0.4086,0.1347
west2369,bosn1245,0.9087,0.7026,0.6397,0.5456,0.5152,0.1489
west2369,swed1254,0.9014,0.6019,0.5827,0.4685,0.551,0.1787
west2369,poli1260,0.8919,0.5662,0.5243,0.3548,0.4629,0.1592
west2369,kurd1259,0.5765,0.5369,0.4892,0.2914,0.4452,0.049
west2369,hung1274,1.0,0.5262,0.4932,0.3548,0.4429,0.1481
west2369,slov1268,0.8919,0.5942,0.5499,0.359,0.4914,0.1609
west2369,roma1327,0.9147,0.5982,0.4969,0.2468,0.3729,0.1347
west2369,russ1263,0.879,0.6361,0.5653,0.359,0.5026,0.1272
west2369,serb1264,0.9087,0.6254,0.5466,0.3064,0.4057,0.1378
west2369,tami1289,1.0,0.6877,0.5936,0.439,0.5456,0.1289
west2369,kaza1248,1.0,0.8005,0.7232,0.6827,0.5449,0.0719
west2369,mara1378,0.8003,0.597,0.5645,0.359,0.5342,0.1016
west2369,ukra1253,0.8919,0.6019,0.5316,0.3064,0.4086,0.1378
west2369,thai1261,1.0,0.6738,0.6244,0.5114,0.5016,0.1961
west2369,bela1254,0.879,0.6182,0.55,0.359,0.3898,0.1468
west2369,nucl1301,1.0,0.5545,0.5154,0.4034,0.4882,0.0974
west2369,nort2697,1.0,0.5123,0.5134,0.4034,0.5484,0.0649
west2369,stan1295,0.9014,0.6127,0.5482,0.3445,0.4947,0.17
west2369,bulg1262,0.9014,0.5554,0.5038,0.359,0.4734,0.1271
west2369,norw1259,0.9724,0.6095,0.5812,0.535,0.5798,0.198
west2369,nucl1302,1.0,0.6182,0.546,0.2914,0.439,0.0603
west2369,dani1285,0.9014,0.641,0.5611,0.439,0.3931,0.1856
west2369,nucl1235,0.86,0.602,0.4986,0.3021,0.3203,0.0643
west2369,mand1415,1.0,0.659,0.6213,0.4246,0.5211,0.2216
west2369,indo1316,1.0,0.5925,0.5203,0.439,0.3349,0.2722
west2369,gali1258,0.9273,0.5429,0.526,0.3931,0.4935,0.2255
west2369,port1283,0.9273,0.522,0.5117,0.3931,0.467,0.2157
west2369,urdu1245,0.8155,0.5963,0.5569,0.3931,0.5309,0.0511
west2369,ital1282,0.9196,0.5473,0.5263,0.3064,0.4828,0.1644
west2369,stan1288,0.9304,0.5637,0.5176,0.4034,0.5114,0.2068
west2369,mode1248,0.8919,0.5386,0.5316,0.4034,0.5398,0.1261
west2369,beng1280,0.8155,0.6281,0.5719,0.4246,0.5182,0.1412
west2369,nucl1643,1.0,0.6433,0.5606,0.439,0.4795,0.2822
west2369,stan1306,1.0,0.6393,0.5717,0.4034,0.4685,0.223
west2369,dutc1256,0.9196,0.5669,0.5154,0.3789,0.4679,0.1928
west2369,croa1245,0.9087,0.6482,0.5734,0.4078,0.439,0.1538
west2369,hebr1245,1.0,0.6035,0.5756,0.4034,0.5223,0.0801
west2369,mong1331,1.0,0.6219,0.5558,0.4498,0.5285,0.1842
west2369,hind1269,0.8155,0.5984,0.5442,0.2301,0.489,0.0899
kurd1259,basq1248,0.9744,0.6438,0.6028,0.3881,0.5473,0.1633
kurd1259,slov1269,0.8831,0.7983,0.7424,0.5,0.6391,0.1064
kurd1259,nucl1310,1.0,0.6713,0.5917,0.4513,0.5173,0.1961
kurd1259,kore1280,1.0,0.7044,0.6498,0.572,0.597,0.2718
kurd1259,lith1251,0.8485,0.5625,0.5418,0.3918,0.5156,0.1102
kurd1259,stan1318,1.0,0.6237,0.5782,0.3918,0.5294,0.0376
kurd1259,czec1258,0.8934,0.5356,0.5251,0.3918,0.5104,0.1184
kurd1259,espe1235,1.0,0.6625,0.6342,0.5212,0.6116,0.1515
kurd1259,finn1318,1.0,0.627,0.5618,0.3881,0.5349,0.1403
kurd1259,alba1267,0.7323,0.5718,0.5347,0.4918,0.5031,0.0941
kurd1259,viet1252,1.0,0.7345,0.6314,0.4097,0.4986,0.2427
kurd1259,stan1290,0.9248,0.6891,0.5895,0.3661,0.5284,0.1532
kurd1259,esto1258,0.9744,0.6487,0.571,0.3455,0.523,0.1226
kurd1259,mace1250,0.8934,0.6412,0.5792,0.3918,0.4757,0.0888
kurd1259,bosn1245,0.9014,0.6743,0.6374,0.5641,0.6005,0.1032
kurd1259,swed1254,0.8934,0.6487,0.6086,0.4225,0.5964,0.1352
kurd1259,poli1260,0.8831,0.6241,0.5804,0.2952,0.48,0.113
kurd1259,west2369,0.5765,0.5369,0.4892,0.2914,0.4452,0.049
kurd1259,hung1274,1.0,0.6041,0.5626,0.3881,0.5414,0.1013
kurd1259,slov1268,0.8831,0.5864,0.5622,0.3918,0.5263,0.1148
kurd1259,roma1327,0.9078,0.6122,0.5079,0.2952,0.4225,0.0875
kurd1259,russ1263,0.8691,0.6258,0.5891,0.3918,0.5149,0.116
kurd1259,serb1264,0.9014,0.5817,0.5442,0.3455,0.523,0.091
kurd1259,tami1289,1.0,0.6734,0.5897,0.3881,0.5752,0.1742
kurd1259,kaza1248,1.0,0.7201,0.6652,0.6082,0.5745,0.0751
kurd1259,mara1378,0.7837,0.6993,0.6307,0.3918,0.5819,0.1462
kurd1259,ukra1253,0.8831,0.5833,0.5243,0.3455,0.4531,0.0907
kurd1259,thai1261,1.0,0.7514,0.6459,0.4646,0.5168,0.2323
kurd1259,bela1254,0.8691,0.5895,0.569,0.3918,0.5097,0.1013
kurd1259,nucl1301,1.0,0.6202,0.5519,0.432,0.5051,0.0502
kurd1259,nort2697,1.0,0.545,0.532,0.432,0.5598,0.023
kurd1259,stan1295,0.8934,0.6291,0.5368,0.3789,0.493,0.124
kurd1259,bulg1262,0.8934,0.5799,0.5437,0.3918,0.5291,0.0801
kurd1259,norw1259,0.9744,0.626,0.5959,0.4918,0.6064,0.1547
kurd1259,nucl1302,1.0,0.6412,0.5961,0.4097,0.5019,0.0155
kurd1259,dani1285,0.8934,0.6837,0.6005,0.3881,0.4626,0.1405
kurd1259,nucl1235,0.8485,0.6388,0.5694,0.4225,0.4757,0.0187
kurd1259,mand1415,1.0,0.7301,0.6546,0.4513,0.5353,0.2353
kurd1259,indo1316,1.0,0.6609,0.5805,0.3881,0.4397,0.3095
kurd1259,gali1258,0.9214,0.6292,0.5883,0.3418,0.5473,0.1829
kurd1259,port1283,0.9214,0.634,0.5732,0.3418,0.5045,0.1728
kurd1259,urdu1245,0.8003,0.563,0.5033,0.3418,0.4932,0.0961
kurd1259,ital1282,0.9131,0.6121,0.5808,0.3455,0.539,0.1193
kurd1259,stan1288,0.9248,0.6163,0.5719,0.432,0.5644,0.1641
kurd1259,mode1248,0.8831,0.622,0.5908,0.432,0.5492,0.0794
kurd1259,beng1280,0.8003,0.6564,0.5768,0.3789,0.5666,0.1762
kurd1259,nucl1643,1.0,0.7016,0.614,0.4646,0.5156,0.2947
kurd1259,stan1306,1.0,0.6418,0.6064,0.3455,0.5263,0.2618
kurd1259,dutc1256,0.9131,0.6389,0.5491,0.3325,0.4871,0.1475
kurd1259,croa1245,0.9014,0.6025,0.5566,0.4359,0.5019,0.1076
kurd1259,hebr1245,1.0,0.6143,0.5871,0.432,0.5322,0.0471
kurd1259,mong1331,1.0,0.5959,0.5514,0.3918,0.5783,0.1932
kurd1259,hind1269,0.8003,0.6265,0.5645,0.2817,0.524,0.1297
hung1274,basq1248,0.9896,0.5763,0.5715,0.3729,0.5484,0.0693
hung1274,slov1269,1.0,0.7251,0.6989,0.5641,0.6522,0.008
hung1274,nucl1310,1.0,0.6331,0.5779,0.439,0.4565,0.2752
hung1274,kore1280,1.0,0.5763,0.526,0.5096,0.4278,0.3109
hung1274,lith1251,1.0,0.5316,0.4927,0.2677,0.4287,0.0398
hung1274,stan1318,1.0,0.6055,0.5415,0.2677,0.427,0.1208
hung1274,czec1258,1.0,0.5659,0.5155,0.2677,0.4169,0.0194
hung1274,espe1235,1.0,0.6466,0.5986,0.4467,0.5145,0.0525
hung1274,finn1318,0.6082,0.4817,0.4124,0.2617,0.3235,0.0826
hung1274,alba1267,1.0,0.5286,0.4734,0.3141,0.4145,0.0212
hung1274,viet1252,1.0,0.6795,0.6262,0.4646,0.495,0.313
hung1274,stan1290,1.0,0.5943,0.5077,0.3333,0.3122,0.0547
hung1274,esto1258,0.9896,0.5452,0.4827,0.3277,0.4522,0.0589
hung1274,mace1250,1.0,0.4988,0.494,0.2677,0.4278,0.0254
hung1274,bosn1245,1.0,0.5844,0.5756,0.5,0.529,0.0193
hung1274,swed1254,1.0,0.5349,0.5265,0.3141,0.4904,0.0592
hung1274,poli1260,1.0,0.5112,0.5277,0.2617,0.5007,0.0229
hung1274,west2369,1.0,0.5262,0.4932,0.3548,0.4429,0.1481
hung1274,kurd1259,1.0,0.6041,0.5626,0.3881,0.5414,0.1013
hung1274,slov1268,1.0,0.517,0.5079,0.2677,0.438,0.0156
hung1274,roma1327,1.0,0.5364,0.4808,0.2617,0.3944,0.0146
hung1274,russ1263,1.0,0.517,0.5087,0.2677,0.4706,0.1501
hung1274,serb1264,1.0,0.5534,0.4932,0.1864,0.3964,0.0139
hung1274,tami1289,1.0,0.6519,0.5875,0.3729,0.5403,0.264
hung1274,kaza1248,1.0,0.7733,0.7233,0.6545,0.5849,0.1473
hung1274,mara1378,1.0,0.5593,0.533,0.2677,0.4901,0.2374
hung1274,ukra1253,1.0,0.513,0.4765,0.1864,0.4021,0.0158
hung1274,thai1261,1.0,0.68,0.6215,0.4601,0.4546,0.3089
hung1274,bela1254,1.0,0.4642,0.4609,0.2677,0.381,0.0339
hung1274,nucl1301,1.0,0.5311,0.4738,0.1864,0.443,0.0543
hung1274,nort2697,1.0,0.5568,0.4915,0.1864,0.4816,0.0913
hung1274,stan1295,1.0,0.5405,0.5054,0.3548,0.4504,0.0235
hung1274,bulg1262,1.0,0.4361,0.4554,0.2677,0.4681,0.0239
hung1274,norw1259,0.9896,0.5477,0.5246,0.409,0.5249,0.0713
hung1274,nucl1302,1.0,0.5209,0.5475,0.4646,0.5879,0.0927
hung1274,dani1285,1.0,0.5201,0.5062,0.3729,0.3871,0.0469
hung1274,nucl1235,1.0,0.5009,0.4907,0.409,0.4756,0.0889
hung1274,mand1415,1.0,0.5489,0.5994,0.439,0.6049,0.2805
hung1274,indo1316,1.0,0.6162,0.562,0.3729,0.4132,0.3813
hung1274,gali1258,1.0,0.5045,0.5131,0.3141,0.5083,0.09
hung1274,port1283,1.0,0.5042,0.4937,0.3141,0.4185,0.0802
hung1274,urdu1245,1.0,0.5196,0.5394,0.4878,0.5612,0.1913
hung1274,ital1282,1.0,0.5183,0.4962,0.1864,0.4021,0.0287
hung1274,stan1288,1.0,0.5351,0.5124,0.3277,0.5253,0.0743
hung1274,mode1248,1.0,0.4581,0.5021,0.3277,0.5526,0.0271
hung1274,beng1280,1.0,0.5829,0.5506,0.439,0.5319,0.2566
hung1274,nucl1643,1.0,0.6245,0.5915,0.5354,0.5354,0.3303
hung1274,stan1306,1.0,0.6571,0.5871,0.3277,0.4617,0.3392
hung1274,dutc1256,1.0,0.5354,0.5026,0.2952,0.4234,0.0493
hung1274,croa1245,1.0,0.6015,0.5365,0.3333,0.4054,0.0119
hung1274,hebr1245,1.0,0.5559,0.5908,0.5096,0.6219,0.0897
hung1274,mong1331,1.0,0.5833,0.5429,0.3862,0.5418,0.238
hung1274,hind1269,1.0,0.5354,0.5325,0.4161,0.5039,0.2189
slov1268,basq1248,0.9766,0.5883,0.5748,0.2677,0.5136,0.0539
slov1268,slov1269,0.5903,0.7359,0.7098,0.6082,0.6746,0.0163
slov1268,nucl1310,1.0,0.6858,0.5913,0.4498,0.409,0.2879
