Task lang,Aux lang,GENETIC,SYNTACTIC,FEATURAL,PHONOLOGICAL,INVENTORY,GEOGRAPHIC
taga1270,stan1318,1.0,0.5628,0.5511,0.3862,0.4078,0.3064
taga1270,lati1261,1.0,0.568,0.5308,0.2617,0.3751,0.3782
taga1270,esto1258,0.9724,0.6179,0.5548,0.3277,0.4057,0.3363
taga1270,kore1280,1.0,0.676,0.6029,0.5096,0.4592,0.109
taga1270,nucl1643,1.0,0.6892,0.6111,0.5354,0.4572,0.109
taga1270,russ1263,1.0,0.5352,0.5781,0.3862,0.5478,0.2401
taga1270,czec1258,1.0,0.6234,0.5903,0.3862,0.4738,0.3634
bret1244,russ1264,1.0,0.6265,0.5965,0.319,0.5056,0.2735
bret1244,nort2641,0.9087,0.622,0.5703,0.3418,0.5103,0.1591
bret1244,uppe1395,0.8919,0.713,0.6816,0.5426,0.5972,0.0553
bret1244,kaza1248,1.0,0.8435,0.7381,0.5741,0.5964,0.2102
bret1244,nucl1235,0.86,0.5256,0.5426,0.4413,0.4982,0.158
bret1244,swed1236,1.0,0.713,0.6816,0.5426,0.5972,0.0721
bret1244,lith1251,0.86,0.4809,0.4887,0.319,0.4626,0.0837
bret1244,bela1254,0.879,0.4583,0.496,0.319,0.4608,0.0869
bret1244,mara1378,0.9014,0.5799,0.5759,0.319,0.4998,0.2975
bret1244,copt1239,1.0,0.5804,0.5649,0.4208,0.4785,0.1464
bret1244,tami1289,1.0,0.677,0.6208,0.3141,0.5448,0.3219
bret1244,iris1253,0.4935,0.409,0.4789,0.3418,0.4811,0.0254
bret1244,hung1274,1.0,0.5217,0.4978,0.1789,0.3426,0.0721
bret1244,telu1262,1.0,0.6362,0.5759,0.2566,0.4649,0.3063
bret1244,afri1274,0.9087,0.641,0.5977,0.3418,0.4089,0.3191
bret1244,viet1252,1.0,0.6291,0.5878,0.4225,0.4277,0.3621
bret1244,uigh1240,1.0,0.7396,0.6602,0.4208,0.5392,0.2401
bret1244,mode1248,0.8919,0.3977,0.4714,0.3695,0.5227,0.0948
bret1244,nort2671,1.0,0.5374,0.5731,0.4259,0.5732,0.1092
bret1244,gali1258,0.9273,0.3484,0.4348,0.2513,0.4736,0.03
bret1244,serb1264,0.9087,0.5513,0.5311,0.2566,0.472,0.0824
bret1244,goth1244,0.8278,0.5273,0.5299,0.2566,0.5056,0.1026
bret1244,nucl1301,1.0,0.5637,0.5278,0.2566,0.4235,0.1233
bret1244,mand1415,1.0,0.5997,0.6081,0.3931,0.5707,0.3211
bret1244,urdu1245,0.9087,0.5909,0.5618,0.4413,0.4706,0.2548
bret1244,chur1257,0.8919,0.713,0.6816,0.5426,0.5972,0.0861
bret1244,swed1254,0.9014,0.5052,0.4891,0.2513,0.4679,0.0767
bret1244,dani1285,0.9014,0.4788,0.4713,0.3141,0.3799,0.0479
bret1244,indo1316,1.0,0.556,0.5438,0.3141,0.4256,0.4258
bret1244,ukra1253,0.8919,0.4719,0.4659,0.2566,0.437,0.0849
bret1244,west2369,0.9087,0.5595,0.56,0.3931,0.4736,0.2139
bret1244,hebr1245,1.0,0.4332,0.5082,0.4576,0.6019,0.1519
bret1244,basq1248,0.9724,0.5575,0.5728,0.409,0.5462,0.0241
bret1244,latv1249,0.86,0.515,0.519,0.3695,0.4495,0.0862
bret1244,slov1268,0.8919,0.4296,0.4639,0.319,0.4256,0.0582
bret1244,croa1245,0.9087,0.5817,0.5457,0.3743,0.4379,0.0658
bret1244,roma1327,0.9147,0.4307,0.4742,0.3141,0.4541,0.0862
bret1244,slov1269,0.8919,0.713,0.6816,0.5426,0.5972,0.0681
bret1244,bulg1262,0.9014,0.4787,0.4968,0.319,0.4405,0.0933
bret1244,port1283,0.9273,0.3296,0.3772,0.2513,0.3531,0.0285
bret1244,dutc1256,0.9196,0.4759,0.4624,0.238,0.3687,0.031
bret1244,stan1293,0.9196,0.5837,0.5605,0.2513,0.4425,0.0233
bret1244,ital1282,0.9196,0.3897,0.4309,0.2566,0.437,0.0575
bret1244,stan1289,0.9237,0.3674,0.3944,0.1789,0.3667,0.0372
bret1244,hind1269,0.9087,0.5381,0.5246,0.3743,0.4807,0.2799
bret1244,poli1260,0.8919,0.4466,0.4815,0.1789,0.4652,0.0674
bret1244,stan1295,0.9014,0.5082,0.4993,0.3021,0.4315,0.0493
bret1244,oldf1239,0.9304,0.4926,0.5231,0.3743,0.528,0.0208
bret1244,stan1288,0.9304,0.4647,0.5092,0.3695,0.5202,0.0368
bret1244,stan1290,0.9304,0.4646,0.4393,0.2851,0.3344,0.0178
bret1244,finn1318,1.0,0.5532,0.5214,0.1789,0.4011,0.103
bret1244,anci1242,0.879,0.4276,0.4747,0.3141,0.472,0.0917
bret1244,norw1258,0.8919,0.4968,0.537,0.3578,0.5354,0.0648
bret1244,stan1318,1.0,0.5147,0.5205,0.319,0.5168,0.185
bret1244,lati1261,0.8919,0.4494,0.4952,0.3141,0.4941,0.0597
bret1244,esto1258,0.9724,0.5668,0.5549,0.2566,0.472,0.0908
bret1244,kore1280,1.0,0.5865,0.5744,0.4576,0.4785,0.3456
bret1244,nucl1643,1.0,0.6318,0.6151,0.4878,0.5181,0.3614
bret1244,russ1263,0.879,0.4876,0.5191,0.319,0.5117,0.202
bret1244,czec1258,0.9014,0.4872,0.4972,0.319,0.4483,0.0569
yuec1235,russ1264,1.0,0.6634,0.6309,0.5587,0.4632,0.1281
yuec1235,nort2641,1.0,0.746,0.6867,0.5319,0.5671,0.2617
yuec1235,uppe1395,1.0,0.7251,0.7252,0.5641,0.7127,0.3223
yuec1235,kaza1248,1.0,0.8368,0.7165,0.6545,0.4474,0.1918
yuec1235,nucl1235,1.0,0.5902,0.5989,0.6213,0.507,0.2543
yuec1235,swed1236,1.0,0.7251,0.7252,0.5641,0.7127,0.3099
yuec1235,lith1251,1.0,0.6688,0.6704,0.5587,0.5883,0.2988
yuec1235,bela1254,1.0,0.6222,0.6305,0.5587,0.5077,0.2968
yuec1235,mara1378,1.0,0.6703,0.655,0.4788,0.5291,0.1535
yuec1235,copt1239,1.0,0.6696,0.6127,0.4788,0.5325,0.3037
yuec1235,tami1289,1.0,0.703,0.6705,0.5354,0.562,0.1559
yuec1235,iris1253,1.0,0.6893,0.6592,0.4646,0.5567,0.3587
yuec1235,hung1274,1.0,0.569,0.5876,0.4601,0.5266,0.3161
yuec1235,telu1262,1.0,0.6793,0.6581,0.5096,0.5672,0.1472
yuec1235,afri1274,1.0,0.777,0.7242,0.5319,0.5615,0.3719
yuec1235,viet1252,1.0,0.6116,0.628,0.4646,0.617,0.034
yuec1235,uigh1240,1.0,0.7543,0.6724,0.5587,0.4559,0.1531
yuec1235,mode1248,1.0,0.6073,0.6235,0.5829,0.5775,0.3083
yuec1235,nort2671,1.0,0.6419,0.6102,0.4934,0.4446,0.2922
yuec1235,gali1258,1.0,0.6113,0.6111,0.4878,0.4878,0.3796
yuec1235,serb1264,1.0,0.6348,0.6017,0.5096,0.4678,0.3135
yuec1235,goth1244,1.0,0.689,0.6167,0.427,0.4632,0.2914
yuec1235,nucl1301,1.0,0.6615,0.6497,0.5096,0.6028,0.2892
yuec1235,mand1415,0.6082,0.4449,0.5025,0.439,0.5351,0.0784
yuec1235,urdu1245,1.0,0.6191,0.6336,0.6213,0.5815,0.1854
yuec1235,chur1257,1.0,0.7251,0.7252,0.5641,0.7127,0.3119
yuec1235,swed1254,1.0,0.6547,0.6448,0.4878,0.5875,0.3068
yuec1235,dani1285,1.0,0.6426,0.6165,0.4601,0.4892,0.3272
yuec1235,indo1316,1.0,0.6162,0.5534,0.4601,0.434,0.137
yuec1235,ukra1253,1.0,0.6262,0.6132,0.5096,0.4805,0.3038
yuec1235,west2369,1.0,0.6703,0.6255,0.5765,0.4878,0.2263
yuec1235,hebr1245,1.0,0.6564,0.6471,0.5096,0.5354,0.2904
yuec1235,basq1248,0.9819,0.6528,0.6549,0.6035,0.6046,0.3661
yuec1235,latv1249,1.0,0.6915,0.6575,0.5096,0.5171,0.2968
yuec1235,slov1268,1.0,0.629,0.6397,0.5587,0.5639,0.3279
yuec1235,croa1245,1.0,0.6527,0.6343,0.6082,0.5672,0.3246
yuec1235,roma1327,1.0,0.6426,0.6072,0.5354,0.5127,0.3058
yuec1235,slov1269,1.0,0.7251,0.7252,0.5641,0.7127,0.3162
yuec1235,bulg1262,1.0,0.6055,0.6046,0.5587,0.5557,0.3068
yuec1235,port1283,1.0,0.575,0.5973,0.4878,0.523,0.3738
yuec1235,dutc1256,1.0,0.6419,0.631,0.4646,0.5769,0.3395
yuec1235,stan1293,1.0,0.692,0.6514,0.4878,0.5043,0.3484
yuec1235,ital1282,1.0,0.6153,0.6297,0.5096,0.557,0.3369
yuec1235,stan1289,1.0,0.6047,0.6085,0.4601,0.5028,0.3589
yuec1235,hind1269,1.0,0.6327,0.6418,0.5499,0.5895,0.1471
yuec1235,poli1260,1.0,0.5864,0.5945,0.4601,0.5536,0.3129
yuec1235,stan1295,1.0,0.6748,0.655,0.5114,0.5875,0.3297
yuec1235,oldf1239,1.0,0.6519,0.6144,0.5295,0.5024,0.355
yuec1235,stan1288,1.0,0.6639,0.6351,0.5096,0.5423,0.3706
yuec1235,stan1290,1.0,0.6823,0.6518,0.4867,0.5412,0.3516
yuec1235,finn1318,1.0,0.6405,0.6144,0.4601,0.5198,0.2894
yuec1235,anci1242,1.0,0.6169,0.612,0.5354,0.4678,0.3185
yuec1235,norw1258,1.0,0.6254,0.6217,0.409,0.5755,0.319
yuec1235,stan1318,1.0,0.7179,0.6786,0.4788,0.5141,0.2651
yuec1235,lati1261,1.0,0.6513,0.6233,0.4601,0.4678,0.3389
yuec1235,esto1258,0.9819,0.6341,0.6004,0.5096,0.4363,0.294
yuec1235,kore1280,1.0,0.5763,0.5616,0.427,0.4805,0.0881
yuec1235,nucl1643,1.0,0.6441,0.619,0.6035,0.4955,0.1023
yuec1235,russ1263,1.0,0.6194,0.6372,0.5587,0.5344,0.1915
yuec1235,czec1258,1.0,0.7177,0.6934,0.5587,0.5978,0.3226
komi1268,russ1264,1.0,0.5995,0.5252,0.3433,0.532,0.1317
komi1268,nort2641,1.0,0.6454,0.5584,0.432,0.4881,0.1263
komi1268,uppe1395,1.0,0.7664,0.7284,0.5859,0.6611,0.1113
komi1268,kaza1248,1.0,0.8089,0.7231,0.6373,0.5734,0.1044
komi1268,nucl1235,1.0,0.5872,0.5217,0.3695,0.4592,0.112
komi1268,swed1236,1.0,0.7664,0.7284,0.5859,0.6611,0.086
komi1268,lith1251,1.0,0.5596,0.5059,0.195,0.4572,0.081
komi1268,bela1254,1.0,0.51,0.4876,0.195,0.4191,0.084
komi1268,mara1378,1.0,0.5594,0.5524,0.3433,0.553,0.2125
komi1268,copt1239,1.0,0.6937,0.6257,0.4477,0.4828,0.1681
komi1268,tami1289,1.0,0.611,0.5672,0.427,0.5638,0.2433
komi1268,iris1253,1.0,0.5841,0.5677,0.3455,0.5436,0.147
komi1268,hung1274,0.6082,0.504,0.4544,0.3277,0.4655,0.1165
komi1268,telu1262,1.0,0.5948,0.5607,0.39,0.5765,0.2202
komi1268,afri1274,1.0,0.715,0.6344,0.432,0.5016,0.3588
komi1268,viet1252,1.0,0.6722,0.6234,0.5058,0.5162,0.2479
komi1268,uigh1240,1.0,0.6301,0.5461,0.4477,0.5249,0.1119
komi1268,mode1248,1.0,0.5626,0.5441,0.2736,0.5398,0.125
komi1268,nort2671,0.8136,0.4538,0.4652,0.3498,0.5145,0.0629
komi1268,gali1258,1.0,0.5679,0.5538,0.3695,0.5148,0.1821
komi1268,serb1264,1.0,0.5494,0.5014,0.2736,0.4618,0.1221
komi1268,goth1244,1.0,0.6048,0.5587,0.39,0.5065,0.0994
komi1268,nucl1301,1.0,0.5735,0.4919,0.2736,0.4678,0.1238
komi1268,mand1415,1.0,0.5701,0.6087,0.554,0.5942,0.1875
komi1268,urdu1245,1.0,0.4972,0.5332,0.5335,0.5832,0.177
komi1268,chur1257,1.0,0.7664,0.7284,0.5859,0.6611,0.1228
komi1268,swed1254,1.0,0.5886,0.577,0.2566,0.6035,0.0815
komi1268,dani1285,1.0,0.5239,0.5064,0.3277,0.4195,0.1099
komi1268,indo1316,1.0,0.5954,0.554,0.427,0.4445,0.3389
komi1268,ukra1253,1.0,0.515,0.4855,0.2736,0.4592,0.1037
komi1268,west2369,1.0,0.643,0.5554,0.4034,0.4935,0.1582
komi1268,hebr1245,1.0,0.5788,0.5935,0.4816,0.6117,0.1576
komi1268,basq1248,0.9819,0.6421,0.5762,0.3277,0.4715,0.1672
komi1268,latv1249,1.0,0.5734,0.4783,0.2736,0.3415,0.0755
komi1268,slov1268,1.0,0.5189,0.5003,0.195,0.4445,0.1275
komi1268,croa1245,1.0,0.5861,0.5007,0.2804,0.3548,0.1276
komi1268,roma1327,1.0,0.5478,0.4729,0.3277,0.3995,0.1105
komi1268,slov1269,1.0,0.7664,0.7284,0.5859,0.6611,0.1122
komi1268,bulg1262,1.0,0.4976,0.4809,0.195,0.5152,0.1207
komi1268,port1283,1.0,0.5473,0.5334,0.3695,0.467,0.1767
komi1268,dutc1256,1.0,0.6063,0.5538,0.3455,0.5255,0.1269
komi1268,stan1293,1.0,0.6608,0.6255,0.3695,0.5537,0.1353
komi1268,ital1282,1.0,0.5953,0.5503,0.2736,0.4345,0.1426
komi1268,stan1289,1.0,0.5926,0.5506,0.3277,0.4429,0.1634
komi1268,hind1269,1.0,0.5725,0.5643,0.4565,0.5685,0.1845
komi1268,poli1260,1.0,0.5129,0.5115,0.3277,0.4394,0.1014
komi1268,stan1295,1.0,0.6016,0.5466,0.4034,0.5328,0.1235
komi1268,oldf1239,1.0,0.5719,0.529,0.2804,0.4825,0.1519
komi1268,stan1288,1.0,0.6001,0.5417,0.39,0.5114,0.1766
komi1268,stan1290,1.0,0.6344,0.5814,0.4565,0.5309,0.1452
komi1268,finn1318,0.7837,0.4261,0.4334,0.3277,0.5219,0.0576
komi1268,anci1242,1.0,0.5844,0.5311,0.1864,0.4345,0.1392
komi1268,norw1258,1.0,0.5255,0.5341,0.3695,0.6121,0.0954
komi1268,stan1318,1.0,0.6426,0.5724,0.3433,0.4674,0.1641
komi1268,lati1261,1.0,0.5629,0.5315,0.3277,0.4878,0.147
komi1268,esto1258,0.9819,0.462,0.4341,0.2736,0.4618,0.0679
komi1268,kore1280,1.0,0.5863,0.5729,0.5609,0.6094,0.2172
komi1268,nucl1643,1.0,0.6901,0.6248,0.5829,0.5809,0.2377
komi1268,russ1263,1.0,0.5189,0.494,0.195,0.4539,0.0615
komi1268,czec1258,1.0,0.5823,0.5042,0.195,0.3685,0.1145
sans1269,russ1264,1.0,0.5009,0.4613,0.319,0.4498,0.1699
sans1269,nort2641,0.7125,0.5405,0.539,0.3418,0.5833,0.1526
sans1269,uppe1395,0.8337,0.7664,0.7284,0.5426,0.6478,0.2486
sans1269,kaza1248,1.0,0.7074,0.6521,0.5741,0.5354,0.1079
sans1269,nucl1235,0.7837,0.5649,0.5447,0.4413,0.5471,0.1515
sans1269,swed1236,1.0,0.7664,0.7284,0.5426,0.6478,0.2509
sans1269,lith1251,0.7837,0.5596,0.5407,0.319,0.5607,0.2305
sans1269,bela1254,0.8136,0.5832,0.5484,0.319,0.4717,0.2242
sans1269,mara1378,0.5,0.5073,0.4725,0.319,0.3906,0.0096
sans1269,copt1239,1.0,0.6452,0.6079,0.4208,0.5471,0.1876
sans1269,tami1289,1.0,0.502,0.4244,0.3141,0.3355,0.044
sans1269,iris1253,0.86,0.643,0.5838,0.3418,0.5277,0.2994
sans1269,hung1274,1.0,0.598,0.5497,0.3141,0.529,0.2325
sans1269,telu1262,1.0,0.4742,0.4211,0.2566,0.3881,0.0179
sans1269,afri1274,0.86,0.7302,0.664,0.4225,0.56,0.2666
sans1269,viet1252,1.0,0.7471,0.657,0.3418,0.5691,0.1266
sans1269,uigh1240,1.0,0.5605,0.4979,0.4208,0.4646,0.1076
sans1269,mode1248,0.8337,0.6471,0.6239,0.3695,0.6197,0.2145
sans1269,nort2671,1.0,0.6126,0.5593,0.4259,0.5071,0.2546
sans1269,gali1258,0.8886,0.6219,0.5752,0.2513,0.5152,0.306
sans1269,serb1264,0.86,0.5201,0.4639,0.2566,0.4062,0.2245
sans1269,goth1244,0.7323,0.5349,0.4788,0.2566,0.4214,0.2049
sans1269,nucl1301,1.0,0.5972,0.5503,0.3695,0.5812,0.1882
sans1269,mand1415,1.0,0.5821,0.6031,0.4685,0.5588,0.1733
sans1269,urdu1245,0.5456,0.4972,0.4871,0.4413,0.4788,0.048
sans1269,chur1257,0.8337,0.7664,0.7284,0.5426,0.6478,0.2214
sans1269,swed1254,0.8485,0.6885,0.625,0.3578,0.5861,0.2494
sans1269,dani1285,0.8485,0.6755,0.5951,0.3141,0.4697,0.262
sans1269,indo1316,1.0,0.6088,0.541,0.1789,0.4225,0.1868
sans1269,ukra1253,0.8337,0.6002,0.5524,0.2566,0.5471,0.221
sans1269,west2369,0.7125,0.6081,0.5611,0.3931,0.5152,0.0982
sans1269,hebr1245,1.0,0.5908,0.6157,0.4576,0.6466,0.1743
sans1269,basq1248,0.9819,0.551,0.5421,0.409,0.5152,0.2889
sans1269,latv1249,0.7837,0.5859,0.5352,0.3695,0.4822,0.2321
sans1269,slov1268,0.8337,0.6146,0.5927,0.319,0.5738,0.2453
sans1269,croa1245,0.86,0.5861,0.5388,0.3743,0.5102,0.2393
sans1269,roma1327,0.8691,0.646,0.5735,0.3141,0.5351,0.2197
sans1269,slov1269,0.8337,0.7664,0.7284,0.5426,0.6478,0.2359
sans1269,bulg1262,0.8485,0.6055,0.5821,0.319,0.6078,0.2148
sans1269,port1283,0.8886,0.6144,0.5714,0.2513,0.5291,0.2973
sans1269,dutc1256,0.8767,0.6495,0.6012,0.3418,0.5789,0.2713
sans1269,stan1293,0.8767,0.7271,0.6599,0.2513,0.5552,0.2849
sans1269,ital1282,0.8767,0.6275,0.5885,0.2566,0.5471,0.2504
sans1269,stan1289,0.8831,0.655,0.5775,0.1789,0.4681,0.2767
sans1269,hind1269,0.5456,0.5952,0.517,0.3743,0.4443,0.0229
sans1269,poli1260,0.8337,0.5998,0.5643,0.1789,0.5078,0.2389
sans1269,stan1295,0.8485,0.6255,0.592,0.3931,0.6188,0.2523
sans1269,oldf1239,0.8934,0.5584,0.5147,0.3743,0.4503,0.2792
sans1269,stan1288,0.8934,0.6369,0.5724,0.3695,0.5319,0.2898
sans1269,stan1290,0.8934,0.6792,0.6074,0.3743,0.5502,0.2787
sans1269,finn1318,1.0,0.6458,0.5576,0.3141,0.5021,0.2428
sans1269,anci1242,0.8136,0.5737,0.5311,0.3141,0.434,0.222
sans1269,norw1258,0.8337,0.6016,0.5457,0.4413,0.4966,0.2635
sans1269,stan1318,1.0,0.6666,0.5784,0.319,0.4359,0.1401
sans1269,lati1261,0.8337,0.5629,0.5257,0.3141,0.4604,0.2508
sans1269,esto1258,0.9819,0.6394,0.5393,0.2566,0.434,0.2352
sans1269,kore1280,1.0,0.563,0.5443,0.5335,0.5265,0.2081
sans1269,nucl1643,1.0,0.5378,0.5479,0.4878,0.5417,0.2302
sans1269,russ1263,0.8136,0.5917,0.5909,0.319,0.6065,0.1526
sans1269,czec1258,0.8485,0.5823,0.5649,0.319,0.5602,0.2462
faro1244,russ1264,1.0,0.6449,0.5579,0.3433,0.3852,0.2394
faro1244,nort2641,0.9014,0.6093,0.5578,0.3455,0.4965,0.1753
faro1244,uppe1395,0.8831,0.7624,0.7391,0.5859,0.7029,0.0722
faro1244,kaza1248,1.0,0.8361,0.7116,0.6373,0.4701,0.203
faro1244,nucl1235,0.8485,0.6055,0.5467,0.3695,0.4194,0.1688
faro1244,swed1236,1.0,0.7624,0.7391,0.5859,0.7029,0.0534
faro1244,lith1251,0.8485,0.5563,0.5187,0.195,0.4913,0.0789
faro1244,bela1254,0.8691,0.5198,0.4684,0.195,0.3389,0.0875
faro1244,mara1378,0.8934,0.5678,0.5435,0.195,0.4316,0.3004
faro1244,copt1239,1.0,0.549,0.5169,0.3433,0.448,0.1817
faro1244,tami1289,1.0,0.6901,0.5895,0.3277,0.471,0.3271
faro1244,iris1253,0.9014,0.5172,0.5241,0.3455,0.4907,0.0406
faro1244,hung1274,1.0,0.5836,0.5224,0.1864,0.423,0.0969
faro1244,telu1262,1.0,0.6494,0.5744,0.2736,0.5096,0.3086
faro1244,afri1274,0.6936,0.6264,0.5814,0.432,0.4405,0.3616
faro1244,viet1252,1.0,0.678,0.6364,0.432,0.519,0.3458
faro1244,uigh1240,1.0,0.7155,0.5881,0.4477,0.3703,0.2228
faro1244,mode1248,0.8831,0.5147,0.5163,0.2736,0.5182,0.1228
faro1244,nort2671,1.0,0.5536,0.5015,0.3498,0.3918,0.0621
faro1244,gali1258,0.9214,0.4709,0.4908,0.2566,0.4835,0.0901
faro1244,serb1264,0.9014,0.515,0.4685,0.0,0.2772,0.1103
faro1244,goth1244,0.6082,0.5719,0.5232,0.2736,0.3467,0.1161
faro1244,nucl1301,1.0,0.6706,0.5866,0.2736,0.4938,0.1461
faro1244,mand1415,1.0,0.6682,0.6426,0.4835,0.5524,0.2893
faro1244,urdu1245,0.9014,0.6356,0.5884,0.4576,0.4968,0.2607
faro1244,chur1257,0.8831,0.7624,0.7391,0.5859,0.7029,0.1141
faro1244,swed1254,0.5354,0.4445,0.4838,0.3695,0.5002,0.0546
faro1244,dani1285,0.5354,0.4678,0.468,0.3277,0.3695,0.0507
faro1244,indo1316,1.0,0.5897,0.533,0.3277,0.3358,0.4198
faro1244,ukra1253,0.8831,0.4991,0.4591,0.0,0.4194,0.1011
faro1244,west2369,0.9014,0.5919,0.5405,0.3064,0.4315,0.2268
faro1244,hebr1245,1.0,0.5254,0.5446,0.4816,0.5266,0.1819
faro1244,basq1248,0.9744,0.6485,0.6026,0.3277,0.5313,0.0868
faro1244,latv1249,0.8485,0.5307,0.4795,0.2736,0.355,0.0754
faro1244,slov1268,0.8831,0.5032,0.4685,0.195,0.4007,0.0913
faro1244,croa1245,0.9014,0.5305,0.5087,0.2804,0.3964,0.0986
faro1244,roma1327,0.9078,0.5174,0.4814,0.1864,0.4034,0.1069
faro1244,slov1269,0.8831,0.7624,0.7391,0.5859,0.7029,0.0895
faro1244,bulg1262,0.8934,0.5621,0.5373,0.195,0.4822,0.1193
faro1244,port1283,0.9214,0.4716,0.4803,0.2566,0.4487,0.0914
faro1244,dutc1256,0.7323,0.4453,0.4908,0.3455,0.5122,0.0546
faro1244,stan1293,0.7323,0.561,0.5613,0.2566,0.4812,0.044
faro1244,ital1282,0.9131,0.5006,0.4984,0.0,0.448,0.1009
faro1244,stan1289,0.9176,0.4872,0.4743,0.1864,0.3951,0.0958
faro1244,hind1269,0.9014,0.6135,0.5862,0.3776,0.5362,0.2784
faro1244,poli1260,0.8831,0.4999,0.5163,0.1864,0.4492,0.0779
faro1244,stan1295,0.6667,0.4948,0.4995,0.4034,0.4779,0.0785
faro1244,oldf1239,0.9248,0.5399,0.5138,0.2804,0.349,0.0768
faro1244,stan1288,0.9248,0.5035,0.5062,0.2736,0.4559,0.0995
faro1244,stan1290,0.9248,0.4674,0.4913,0.3776,0.4968,0.0682
faro1244,finn1318,1.0,0.5662,0.5042,0.3277,0.4135,0.0666
faro1244,anci1242,0.8691,0.5388,0.4834,0.1864,0.2772,0.1274
faro1244,norw1258,0.2677,0.4809,0.5179,0.4576,0.5337,0.0385
faro1244,stan1318,1.0,0.6004,0.5062,0.195,0.3269,0.2087
faro1244,lati1261,0.8831,0.5498,0.5027,0.3277,0.3602,0.1052
faro1244,esto1258,0.9744,0.5309,0.4742,0.2736,0.3602,0.0708
faro1244,kore1280,1.0,0.6695,0.5996,0.5609,0.4751,0.3106
faro1244,nucl1643,1.0,0.6848,0.6192,0.5096,0.538,0.3252
faro1244,russ1263,0.8691,0.516,0.5193,0.195,0.4738,0.178
faro1244,czec1258,0.8934,0.4708,0.4726,0.195,0.4658,0.0783
russ1264,nort2641,1.0,0.5588,0.5283,0.3918,0.516,0.2012
russ1264,uppe1395,1.0,0.7725,0.7468,0.6082,0.7279,0.2325
russ1264,kaza1248,1.0,0.6994,0.6252,0.5,0.359,0.1284
russ1264,nucl1235,1.0,0.5747,0.5308,0.4208,0.5288,0.1886
russ1264,swed1236,1.0,0.7725,0.7468,0.6082,0.7279,0.2114
russ1264,lith1251,1.0,0.5584,0.5202,0.2871,0.5138,0.2046
russ1264,bela1254,1.0,0.5827,0.542,0.2871,0.4421,0.2052
russ1264,mara1378,1.0,0.519,0.5012,0.4097,0.473,0.1782
russ1264,copt1239,1.0,0.7333,0.659,0.4097,0.5018,0.2508
russ1264,tami1289,1.0,0.5305,0.4835,0.2677,0.4617,0.2022
russ1264,iris1253,1.0,0.6561,0.5956,0.3918,0.482,0.2655
russ1264,hung1274,1.0,0.5861,0.5176,0.3862,0.4689,0.2324
russ1264,telu1262,1.0,0.4563,0.4726,0.195,0.5399,0.18
russ1264,afri1274,1.0,0.7306,0.6429,0.3918,0.4842,0.3902
russ1264,viet1252,1.0,0.7895,0.6951,0.3918,0.5536,0.1456
russ1264,uigh1240,1.0,0.4877,0.4125,0.4097,0.2766,0.0856
russ1264,mode1248,1.0,0.6679,0.6053,0.3433,0.551,0.2322
russ1264,nort2671,1.0,0.6147,0.5146,0.4278,0.3579,0.1841
russ1264,gali1258,1.0,0.6324,0.5803,0.319,0.48,0.2969
russ1264,serb1264,1.0,0.593,0.5047,0.3433,0.3117,0.2338
russ1264,goth1244,1.0,0.6601,0.5369,0.3433,0.1707,0.2093
russ1264,nucl1301,1.0,0.5086,0.473,0.3433,0.5342,0.2194
russ1264,mand1415,1.0,0.6061,0.6193,0.4498,0.5513,0.06
russ1264,urdu1245,1.0,0.4973,0.5211,0.5049,0.5337,0.1742
russ1264,chur1257,1.0,0.7725,0.7468,0.6082,0.7279,0.2333
russ1264,swed1254,1.0,0.6688,0.5954,0.319,0.5169,0.2073
russ1264,dani1285,1.0,0.6664,0.5808,0.2677,0.4235,0.233
russ1264,indo1316,1.0,0.7013,0.6054,0.2677,0.3912,0.2517
russ1264,ukra1253,1.0,0.6352,0.5588,0.3433,0.4736,0.219
russ1264,west2369,1.0,0.5841,0.5242,0.4498,0.48,0.1924
russ1264,hebr1245,1.0,0.6614,0.615,0.4477,0.5622,0.2369
russ1264,basq1248,0.9766,0.6205,0.5952,0.3862,0.5804,0.2833
russ1264,latv1249,1.0,0.6237,0.535,0.3433,0.4537,0.2005
russ1264,slov1268,1.0,0.6265,0.5656,0.2871,0.4825,0.2443
russ1264,croa1245,1.0,0.6211,0.5555,0.2048,0.4544,0.2427
russ1264,roma1327,1.0,0.6358,0.5576,0.3862,0.48,0.2236
russ1264,slov1269,1.0,0.7725,0.7468,0.6082,0.7279,0.2302
russ1264,bulg1262,1.0,0.5939,0.5478,0.2871,0.5273,0.2292
russ1264,port1283,1.0,0.6251,0.5705,0.319,0.4387,0.2919
russ1264,dutc1256,1.0,0.6504,0.569,0.3918,0.482,0.2481
russ1264,stan1293,1.0,0.7197,0.6522,0.319,0.517,0.2557
russ1264,ital1282,1.0,0.6383,0.5898,0.3433,0.4736,0.2569
russ1264,stan1289,1.0,0.6556,0.583,0.2677,0.4413,0.2785
russ1264,hind1269,1.0,0.5474,0.5504,0.4196,0.5641,0.1516
russ1264,poli1260,1.0,0.5985,0.5559,0.2677,0.4717,0.2226
russ1264,stan1295,1.0,0.6146,0.5526,0.359,0.5169,0.2428
russ1264,oldf1239,1.0,0.6126,0.5195,0.3613,0.2455,0.2697
russ1264,stan1288,1.0,0.6631,0.5827,0.4477,0.5126,0.2909
russ1264,stan1290,1.0,0.7147,0.6039,0.4196,0.4882,0.2642
