Target lang,Transfer lang,GENETIC,SYNTACTIC,FEATURAL,PHONOLOGICAL,INVENTORY,GEOGRAPHIC
tigr1271,russ1263,1.0,0.5993,0.5819,0.359,0.5422,0.2049
tigr1271,shon1251,1.0,0.6471,0.6016,0.5765,0.5295,0.151
tigr1271,soma1255,0.8989,0.5572,0.5138,0.2301,0.5058,0.0557
tigr1271,stan1288,1.0,0.5573,0.5311,0.4034,0.5499,0.1895
tigr1271,swah1253,1.0,0.5949,0.575,0.535,0.5117,0.1068
tigr1271,swed1254,1.0,0.6199,0.6161,0.4685,0.617,0.2074
tigr1271,tami1289,1.0,0.5682,0.5333,0.439,0.5469,0.1739
tigr1271,telu1262,1.0,0.5652,0.5349,0.4034,0.5796,0.17
tigr1271,taji1245,1.0,0.5227,0.5359,0.4544,0.5266,0.1565
tigr1271,taga1270,1.0,0.6111,0.5726,0.439,0.5148,0.3297
tigr1271,thai1261,1.0,0.7188,0.638,0.5114,0.5043,0.2563
tigr1271,turk1304,1.0,0.5791,0.5199,0.4034,0.5064,0.127
tigr1271,nucl1301,1.0,0.5809,0.5239,0.4034,0.5295,0.1134
tigr1271,ukra1253,1.0,0.6082,0.5427,0.3064,0.4829,0.1562
tigr1271,uigh1240,1.0,0.5611,0.5166,0.5273,0.5378,0.1972
tigr1271,uzbe1247,1.0,0.5314,0.4929,0.3931,0.5287,0.1603
tigr1271,viet1252,1.0,0.7251,0.6249,0.4513,0.4881,0.2757
tigr1271,xhos1239,1.0,0.6498,0.5654,0.4935,0.4571,0.2085
tigr1271,yoru1245,1.0,0.7492,0.6533,0.5273,0.4867,0.1584
tigr1271,zulu1248,1.0,0.6159,0.5766,0.5152,0.5199,0.183
ukra1253,amha1245,1.0,0.5977,0.5223,0.2566,0.4249,0.1717
ukra1253,stan1318,1.0,0.5493,0.482,0.195,0.4299,0.1139
ukra1253,nort2697,1.0,0.5925,0.5273,0.2736,0.4981,0.0784
ukra1253,beng1280,0.8919,0.5846,0.5524,0.4034,0.5256,0.244
ukra1253,stan1289,0.9097,0.4795,0.4428,0.1864,0.4021,0.0732
ukra1253,cebu1242,1.0,0.6322,0.5857,0.3277,0.4692,0.3655
ukra1253,cent1972,0.8919,0.8752,0.8461,0.805,0.8187,0.0915
ukra1253,stan1295,0.8831,0.4372,0.4617,0.4034,0.4605,0.0363
ukra1253,west2369,0.8919,0.6019,0.5316,0.3064,0.4086,0.1378
ukra1253,stan1290,0.9176,0.4915,0.4709,0.3776,0.4596,0.068
ukra1253,haus1257,1.0,0.5688,0.5497,0.3455,0.4975,0.1745
ukra1253,hind1269,0.8919,0.5093,0.5197,0.3776,0.5252,0.2066
ukra1253,hung1274,1.0,0.513,0.4765,0.1864,0.4021,0.0158
ukra1253,ilok1237,1.0,0.6222,0.5467,0.2736,0.4148,0.3398
ukra1253,indo1316,1.0,0.5719,0.5487,0.3277,0.404,0.3719
ukra1253,ital1282,0.9047,0.4557,0.4198,0.0,0.3926,0.0442
ukra1253,java1254,1.0,0.6475,0.5981,0.427,0.4456,0.3583
ukra1253,kaza1248,1.0,0.8293,0.7463,0.6373,0.577,0.1329
ukra1253,kiny1244,1.0,0.6276,0.5828,0.5609,0.4592,0.2186
ukra1253,kirg1245,1.0,0.6075,0.5618,0.4034,0.539,0.1562
ukra1253,kurd1259,0.8831,0.5833,0.5243,0.3455,0.4531,0.0907
ukra1253,laoo1244,1.0,0.6401,0.6146,0.427,0.466,0.3017
ukra1253,mara1378,0.8831,0.5802,0.5614,0.195,0.5248,0.2263
ukra1253,malt1254,1.0,0.4562,0.4306,0.2736,0.4147,0.0653
ukra1253,nucl1310,1.0,0.6445,0.5694,0.4034,0.4682,0.2628
ukra1253,stan1306,1.0,0.5999,0.5759,0.2736,0.4312,0.3287
ukra1253,dutc1256,0.9047,0.498,0.4885,0.3455,0.4527,0.0593
ukra1253,nyan1308,1.0,0.6571,0.5739,0.4054,0.4362,0.2713
ukra1253,east2652,1.0,0.6276,0.5225,0.3695,0.3804,0.1861
ukra1253,panj1256,0.8831,0.5633,0.5238,0.2566,0.5008,0.1892
ukra1253,poli1260,0.5903,0.4494,0.4603,0.1864,0.4504,0.0239
ukra1253,port1283,0.9139,0.4265,0.4051,0.2566,0.4048,0.0951
ukra1253,roma1327,0.8989,0.459,0.4192,0.1864,0.3519,0.0082
ukra1253,russ1263,0.2952,0.3691,0.3869,0.195,0.385,0.1354
ukra1253,shon1251,1.0,0.6768,0.6061,0.5096,0.4752,0.2793
ukra1253,soma1255,1.0,0.5426,0.5298,0.3776,0.5256,0.2061
ukra1253,stan1288,0.9176,0.4422,0.4688,0.2736,0.5275,0.0896
ukra1253,swah1253,1.0,0.6454,0.5762,0.4576,0.4304,0.249
ukra1253,swed1254,0.8831,0.4969,0.509,0.3695,0.5227,0.0563
ukra1253,tami1289,1.0,0.6563,0.5912,0.3277,0.5559,0.2538
ukra1253,telu1262,1.0,0.6212,0.5596,0.2736,0.5157,0.2359
ukra1253,taji1245,0.9047,0.687,0.6228,0.3498,0.4825,0.1473
ukra1253,taga1270,1.0,0.5315,0.5334,0.3277,0.4828,0.3461
ukra1253,thai1261,1.0,0.6195,0.5947,0.427,0.4683,0.2972
ukra1253,tigr1271,1.0,0.6082,0.5427,0.3064,0.4829,0.1562
ukra1253,turk1304,1.0,0.6544,0.5577,0.2736,0.4528,0.1244
ukra1253,nucl1301,1.0,0.6142,0.5386,0.2736,0.4752,0.0471
ukra1253,uigh1240,1.0,0.6727,0.5859,0.4477,0.494,0.1689
ukra1253,uzbe1247,1.0,0.6314,0.583,0.4576,0.5613,0.1439
ukra1253,viet1252,1.0,0.6401,0.6219,0.432,0.4844,0.3009
ukra1253,xhos1239,1.0,0.6438,0.5429,0.4034,0.4118,0.3287
ukra1253,yoru1245,1.0,0.6613,0.6068,0.4477,0.3673,0.1969
ukra1253,zulu1248,1.0,0.6408,0.5711,0.432,0.441,0.3094
uigh1240,amha1245,1.0,0.5724,0.5166,0.4208,0.4898,0.2069
uigh1240,stan1318,1.0,0.7606,0.6208,0.5064,0.3571,0.1466
uigh1240,nort2697,0.5804,0.5281,0.5172,0.4477,0.5879,0.1112
uigh1240,beng1280,1.0,0.5743,0.5255,0.5273,0.529,0.097
uigh1240,stan1289,1.0,0.7506,0.6387,0.3862,0.4849,0.2349
uigh1240,cebu1242,1.0,0.7979,0.6193,0.3862,0.3199,0.2284
uigh1240,cent1972,1.0,0.6975,0.7368,0.7952,0.7748,0.1223
uigh1240,stan1295,1.0,0.6547,0.5646,0.4498,0.5062,0.1999
uigh1240,west2369,1.0,0.7044,0.5869,0.5273,0.469,0.1118
uigh1240,stan1290,1.0,0.763,0.6499,0.496,0.5469,0.2269
uigh1240,haus1257,1.0,0.7799,0.677,0.5469,0.5564,0.2907
uigh1240,hind1269,1.0,0.6153,0.5884,0.496,0.5922,0.0855
uigh1240,hung1274,1.0,0.6466,0.568,0.4788,0.5122,0.1834
uigh1240,ilok1237,1.0,0.7771,0.6035,0.3433,0.4196,0.1965
uigh1240,indo1316,1.0,0.7786,0.6375,0.4788,0.409,0.2495
uigh1240,ital1282,1.0,0.7203,0.6428,0.4477,0.5228,0.2083
uigh1240,java1254,1.0,0.8363,0.6877,0.4788,0.5122,0.2277
uigh1240,kaza1248,0.5804,0.595,0.5446,0.5,0.2952,0.0476
uigh1240,kiny1244,1.0,0.7891,0.6456,0.6123,0.469,0.2719
uigh1240,kirg1245,0.5804,0.442,0.4537,0.4498,0.5564,0.0208
uigh1240,kurd1259,1.0,0.5849,0.5342,0.4745,0.5564,0.1214
uigh1240,laoo1244,1.0,0.8175,0.6821,0.4788,0.4196,0.1551
uigh1240,mara1378,1.0,0.5981,0.5501,0.4097,0.5127,0.1168
uigh1240,malt1254,1.0,0.7202,0.6169,0.5348,0.4661,0.2168
uigh1240,nucl1310,1.0,0.6557,0.5846,0.5273,0.4935,0.1163
uigh1240,stan1306,1.0,0.8335,0.6731,0.3433,0.4419,0.1983
uigh1240,dutc1256,1.0,0.6996,0.616,0.4745,0.5417,0.2133
uigh1240,nyan1308,1.0,0.8354,0.6415,0.4717,0.3098,0.3047
uigh1240,east2652,1.0,0.6097,0.5196,0.5792,0.4541,0.2119
uigh1240,panj1256,1.0,0.6442,0.5833,0.4208,0.5577,0.0639
uigh1240,poli1260,1.0,0.6866,0.6191,0.3862,0.5177,0.1804
uigh1240,port1283,1.0,0.7316,0.636,0.4208,0.5062,0.2535
uigh1240,roma1327,1.0,0.6825,0.5819,0.4788,0.4976,0.1714
uigh1240,russ1263,1.0,0.6461,0.5944,0.4097,0.5273,0.0518
uigh1240,shon1251,1.0,0.8392,0.6898,0.5587,0.525,0.3177
uigh1240,soma1255,1.0,0.6511,0.5945,0.5641,0.5957,0.2163
uigh1240,stan1288,1.0,0.7351,0.628,0.5348,0.5354,0.2493
uigh1240,swah1253,1.0,0.784,0.6645,0.5049,0.5,0.275
uigh1240,swed1254,1.0,0.7289,0.6442,0.4208,0.5308,0.1779
uigh1240,tami1289,1.0,0.5605,0.5114,0.4788,0.5,0.1485
uigh1240,telu1262,1.0,0.5499,0.533,0.4477,0.5702,0.1228
uigh1240,taji1245,1.0,0.6667,0.5611,0.4278,0.3498,0.0444
uigh1240,taga1270,1.0,0.737,0.6115,0.3862,0.439,0.2042
uigh1240,thai1261,1.0,0.8434,0.6949,0.4788,0.4723,0.1541
uigh1240,tigr1271,1.0,0.5611,0.5166,0.5273,0.5378,0.1972
uigh1240,turk1304,0.5319,0.5227,0.448,0.4477,0.29,0.0772
uigh1240,nucl1301,0.5804,0.595,0.5349,0.4477,0.525,0.1552
uigh1240,ukra1253,1.0,0.6727,0.5859,0.4477,0.494,0.1689
uigh1240,uzbe1247,0.4601,0.4175,0.4524,0.5049,0.5122,0.0409
uigh1240,viet1252,1.0,0.8331,0.7224,0.5469,0.5871,0.1519
uigh1240,xhos1239,1.0,0.7564,0.6262,0.5273,0.4646,0.3591
uigh1240,yoru1245,1.0,0.8315,0.6906,0.5064,0.4438,0.3139
uigh1240,zulu1248,1.0,0.7606,0.6577,0.6127,0.5102,0.3381
